action,direction,floor,name,riderNumAfter,time
1,-1.0,11,3006,,726.704861007712
1,1.0,7,3008,,727.6983141055755
1,-1.0,5,3010,,731.0694703113272
1,1.0,2,3007,,731.1984127488679
1,-1.0,B2,3009,,732.6573516090224
1,-1.0,10,3006,,736.704861007712
1,1.0,8,3008,,737.6983141055755
1,-1.0,4,3010,,741.0694703113272
1,1.0,3,3007,,741.1984127488679
2,1.0,3,3007,0.0,742.1984127488679
1,-1.0,B3,3009,,742.6573516090224
2,-1.0,B3,3009,2.0,744.6573516090224
1,-1.0,9,3006,,746.704861007712
1,1.0,9,3008,,747.6983141055755
2,1.0,9,3008,0.0,748.6983141055755
0,,9,3008,,748.6983141055755
1,-1.0,3,3010,,751.0694703113272
1,1.0,4,3007,,752.1984127488679
1,-1.0,B4,3009,,754.6573516090224
1,-1.0,8,3006,,756.704861007712
1,-1.0,2,3010,,761.0694703113272
1,1.0,5,3007,,762.1984127488679
2,1.0,5,3007,2.0,764.1984127488679
1,1.0,B3,3009,,766.6573516090224
1,-1.0,7,3006,,766.704861007712
2,1.0,B3,3009,1.0,768.6573516090224
