,Location,NumFloor,Elevator Amount,Waiting_Time,Journey_Time
121,南棟客梯,18,5,137.3550823040955,210.61692716122482
122,南棟客梯,18,5,114.64760170096888,155.5676017009689
123,南棟客梯,18,5,106.16727157712776,153.1672715771236
124,南棟客梯,18,5,136.8438861124118,198.28483508872984
125,南棟客梯,18,5,160.46995837363772,213.38662504030438
126,南棟客梯,18,5,180.9861653300439,254.08768890346792
127,南棟客梯,18,5,70.96714375819782,121.86188060030305
128,南棟客梯,18,5,127.5919912171746,208.5794327047407
129,南棟客梯,18,5,146.8208836397333,220.0042936667012
130,南棟客梯,18,5,119.35094412978833,170.1092572653341
131,南棟客梯,18,5,93.98563799070195,133.59433364287588
132,南棟客梯,18,5,116.82843729724418,174.6465251658444
133,南棟客梯,18,5,114.1499481273528,179.32303598825806
134,南棟客梯,18,5,72.91512836654523,117.6651283665452
135,南棟客梯,18,5,138.73309269090657,203.3780180390577
136,南棟客梯,18,5,140.64065773960925,218.48707729200717
137,南棟客梯,18,5,133.84799346743696,196.33284195228543
138,南棟客梯,18,5,147.4273400926166,216.20851420175248
139,南棟客梯,18,5,130.25995488964577,174.46583724258696
140,南棟客梯,18,5,107.14423517496995,149.66597430540472
141,南棟客梯,18,5,153.55515997741892,220.8392838925319
142,南棟客梯,18,5,162.50661137540047,236.47240914491192
143,南棟客梯,18,5,96.70686216160276,143.18367418160784
144,南棟客梯,18,5,88.9285406213582,134.13543717308232
145,南棟客梯,18,5,138.92124203386516,212.48025737969357
146,南棟客梯,18,5,198.9040635120863,261.66948049690217
147,南棟客梯,18,5,134.20327692882464,205.3336215360719
148,南棟客梯,18,5,88.66257904811013,134.90170948289273
149,南棟客梯,18,5,119.56958791092134,173.50437051961703
150,南棟客梯,18,5,144.34618690262013,210.31493690262016
151,南棟客梯,18,5,124.56436572429033,188.9604376945605
152,南棟客梯,18,5,120.94644738500011,179.67730454814028
153,南棟客梯,18,5,136.56106189819076,204.64978351094078
154,南棟客梯,18,5,137.64934466305152,207.80407169418524
155,南棟客梯,18,5,161.94152023302422,221.3185694133521
156,南棟客梯,18,5,117.26272926563264,159.52463402753742
157,南棟客梯,18,5,111.66653280305819,172.69850000926766
158,南棟客梯,18,5,96.41933632271682,130.81933632271682
159,南棟客梯,18,5,143.2942954263666,199.4817954263666
160,南棟客梯,18,5,93.3726696754466,140.9326696754466
161,南棟客梯,18,5,142.11592354730962,217.00474653230665
162,南棟客梯,18,5,148.83292588777067,218.22584912955975
163,南棟客梯,18,5,81.53159329555385,129.02118503737603
164,南棟客梯,18,5,158.98687946602033,229.2295355934828
165,南棟客梯,18,5,134.3321777919695,201.90177201090384
166,南棟客梯,18,5,189.05047711347672,257.42054420310586
167,南棟客梯,18,5,143.00141529089214,201.69254512459193
168,南棟客梯,18,5,115.72487236361667,180.89301520917155
169,南棟客梯,18,5,144.27274777222863,217.64448298512707
170,南棟客梯,18,5,119.21753124433187,181.9780043824978
171,南棟客梯,18,5,158.32595436873106,225.68213881952002
172,南棟客梯,18,5,146.11954316821462,217.92937433348044
173,南棟客梯,18,5,100.34034451208942,138.98550580241206
174,南棟客梯,18,5,80.06824094787633,116.5482409478763
175,南棟客梯,18,5,141.52758403799157,215.00229769419397
176,南棟客梯,18,5,139.317120744962,204.251431830976
177,南棟客梯,18,5,102.45825174699362,134.83034477024944
178,南棟客梯,18,5,136.7463494477357,179.21509944773572
179,南棟客梯,18,5,166.41470411495803,236.75417982566208
180,南棟客梯,18,5,158.63226355537083,235.35382439088912
181,南棟客梯,18,5,135.7975021550348,201.64638234872658
182,南棟客梯,18,5,135.8691438663562,208.15071553870922
183,南棟客梯,18,5,138.04033632046125,211.76239586485332
184,南棟客梯,18,5,126.15450251520073,186.57114581429812
185,南棟客梯,18,5,124.60624604367433,190.49013098485935
186,南棟客梯,18,5,141.81985995025272,199.43248982052222
187,南棟客梯,18,5,71.93341296150649,103.25949991802821
188,南棟客梯,18,5,147.24012539428037,199.97858693274193
189,南棟客梯,18,5,162.18623439125153,209.42027694444303
190,南棟客梯,18,5,153.80045343056793,207.84923391837276
191,南棟客梯,18,5,123.5103745387415,168.20804895734614
192,南棟客梯,18,5,135.0790497751515,213.4727153080125
193,南棟客梯,18,5,94.809651474478,138.28108004453824
194,南棟客梯,18,5,159.0901427477435,221.93229238679538
195,南棟客梯,18,5,136.7763083191907,210.57637614025072
196,南棟客梯,18,5,126.93067654410297,186.33015217064207
197,南棟客梯,18,5,94.8071238686611,131.76061224075193
198,南棟客梯,18,5,99.74521941439491,145.26192131678658
199,南棟客梯,18,5,148.31026378547116,214.29402920900768
