action,direction,floor,name,riderNumAfter,time
2,-1.0,11,a2,1.0,1752.5315223279129
1,-1.0,7,a1,,1757.63562824793
1,1.0,5,a0,,1758.5070866264887
2,1.0,5,a0,0.0,1759.5070866264887
1,-1.0,10,a2,,1762.5315223279129
2,-1.0,10,a2,0.0,1763.5315223279129
0,,10,a2,,1763.5315223279129
1,-1.0,6,a1,,1767.63562824793
1,-1.0,4,a0,,1769.5070866264887
1,1.0,11,a2,,1777.5821743193806
1,-1.0,5,a1,,1777.63562824793
2,-1.0,5,a1,0.0,1778.63562824793
1,-1.0,3,a0,,1779.5070866264887
1,1.0,12,a2,,1787.5821743193806
2,1.0,12,a2,0.0,1787.5821743193806
1,1.0,6,a1,,1788.63562824793
1,-1.0,2,a0,,1789.5070866264887
2,-1.0,12,a2,1.0,1789.5821743193806
2,1.0,6,a1,1.0,1790.63562824793
1,-1.0,1,a0,,1799.5070866264887
1,-1.0,11,a2,,1799.5821743193806
1,1.0,7,a1,,1800.63562824793
2,-1.0,1,a0,1.0,1801.5070866264887
1,-1.0,10,a2,,1809.5821743193806
2,-1.0,10,a2,0.0,1810.5821743193806
0,,10,a2,,1810.5821743193806
1,1.0,8,a1,,1810.63562824793
1,-1.0,B1,a0,,1811.5070866264887
1,1.0,9,a1,,1820.63562824793
1,-1.0,B2,a0,,1821.5070866264887
1,1.0,10,a1,,1830.63562824793
1,-1.0,B3,a0,,1831.5070866264887
2,1.0,10,a1,0.0,1831.63562824793
2,-1.0,10,a1,1.0,1833.63562824793
2,1.0,10,a2,3.0,1835.63562824793
1,-1.0,B4,a0,,1841.5070866264887
1,-1.0,9,a1,,1843.63562824793
2,1.0,B4,a0,1.0,1844.5070866264887
1,1.0,11,a2,,1845.63562824793
2,1.0,11,a2,0.0,1848.63562824793
1,-1.0,8,a1,,1853.63562824793
1,1.0,B3,a0,,1854.5070866264887
1,1.0,12,a2,,1858.63562824793
1,-1.0,7,a1,,1863.63562824793
1,1.0,B2,a0,,1864.5070866264887
1,1.0,13,a2,,1868.63562824793
1,-1.0,6,a1,,1873.63562824793
1,1.0,B1,a0,,1874.5070866264887
2,1.0,B1,a0,1.0,1876.5070866264887
1,1.0,14,a2,,1878.63562824793
2,1.0,14,a2,0.0,1878.63562824793
1,-1.0,5,a1,,1883.63562824793
2,-1.0,5,a1,0.0,1884.63562824793
0,,5,a1,,1884.63562824793
1,1.0,1,a0,,1886.5070866264887
2,1.0,1,a0,2.0,1889.5070866264887
1,-1.0,13,a2,,1891.3503201017274
2,-1.0,13,a2,1.0,1893.3503201017274
1,1.0,6,a1,,1894.63562824793
2,1.0,6,a1,1.0,1895.63562824793
1,1.0,2,a0,,1899.5070866264887
1,-1.0,12,a2,,1903.3503201017274
1,1.0,7,a1,,1905.63562824793
1,1.0,3,a0,,1909.5070866264887
2,1.0,3,a0,1.0,1912.5070866264887
1,-1.0,11,a2,,1913.3503201017274
2,-1.0,11,a2,1.0,1915.3503201017274
1,1.0,8,a1,,1915.63562824793
1,1.0,4,a0,,1922.5070866264887
1,-1.0,10,a2,,1925.3503201017274
1,1.0,9,a1,,1925.63562824793
2,-1.0,10,a2,0.0,1926.3503201017274
1,1.0,5,a0,,1932.5070866264887
2,1.0,5,a0,0.0,1933.5070866264887
1,1.0,10,a1,,1935.63562824793
1,1.0,11,a2,,1936.3503201017274
2,1.0,10,a1,0.0,1936.63562824793
1,-1.0,4,a0,,1943.5070866264887
1,1.0,12,a2,,1946.3503201017274
1,-1.0,9,a1,,1946.63562824793
2,-1.0,9,a1,1.0,1947.63562824793
1,-1.0,3,a0,,1953.5070866264887
1,1.0,13,a2,,1956.3503201017274
1,-1.0,8,a1,,1957.63562824793
1,-1.0,2,a0,,1963.5070866264887
1,1.0,14,a2,,1966.3503201017274
2,1.0,14,a2,0.0,1966.3503201017274
1,-1.0,7,a1,,1967.63562824793
2,-1.0,14,a2,1.0,1968.3503201017274
1,-1.0,1,a0,,1973.5070866264887
1,-1.0,6,a1,,1977.63562824793
1,-1.0,13,a2,,1978.3503201017274
2,-1.0,6,a1,1.0,1980.63562824793
1,-1.0,B1,a0,,1983.5070866264887
1,-1.0,12,a2,,1988.3503201017274
1,-1.0,5,a1,,1990.63562824793
2,-1.0,5,a1,0.0,1991.63562824793
1,-1.0,B2,a0,,1993.5070866264887
1,-1.0,11,a2,,1998.3503201017274
1,1.0,6,a1,,2001.63562824793
1,-1.0,B3,a0,,2003.5070866264887
1,-1.0,10,a2,,2008.3503201017274
2,-1.0,10,a2,0.0,2009.3503201017274
1,1.0,7,a1,,2011.63562824793
1,-1.0,B4,a0,,2013.5070866264887
2,1.0,B4,a0,1.0,2014.5070866264887
1,1.0,11,a2,,2019.3503201017274
1,1.0,8,a1,,2021.63562824793
1,1.0,B3,a0,,2024.5070866264887
1,1.0,12,a2,,2029.3503201017274
1,1.0,9,a1,,2031.63562824793
1,1.0,B2,a0,,2034.5070866264887
1,1.0,13,a2,,2039.3503201017274
2,1.0,13,a2,0.0,2039.3503201017274
2,-1.0,13,a2,1.0,2040.3503201017274
1,1.0,10,a1,,2041.63562824793
2,1.0,10,a1,0.0,2041.63562824793
1,1.0,B1,a0,,2044.5070866264887
1,-1.0,12,a2,,2050.3503201017274
1,-1.0,9,a1,,2051.63562824793
1,1.0,1,a0,,2054.5070866264887
1,-1.0,11,a2,,2060.3503201017274
1,1.0,2,a0,,2064.5070866264887
1,-1.0,8,a1,,2067.2392836594104
1,-1.0,10,a2,,2070.3503201017274
2,-1.0,10,a2,0.0,2071.3503201017274
0,,10,a2,,2071.3503201017274
2,-1.0,10,a2,0.0,2071.3503201017274
0,,10,a2,,2071.3503201017274
2,-1.0,8,a1,1.0,2071.519763940374
1,1.0,3,a0,,2074.5070866264887
1,-1.0,7,a1,,2081.519763940374
1,1.0,4,a0,,2084.5070866264887
1,-1.0,6,a1,,2091.519763940374
1,1.0,5,a0,,2094.5070866264887
2,-1.0,6,a1,1.0,2094.519763940374
2,1.0,5,a0,0.0,2095.5070866264887
1,-1.0,5,a1,,2104.519763940374
1,-1.0,4,a0,,2105.5070866264887
2,-1.0,5,a1,0.0,2105.519763940374
0,,5,a1,,2105.519763940374
2,-1.0,5,a1,0.0,2105.519763940374
0,,5,a1,,2105.519763940374
1,-1.0,3,a0,,2115.5070866264887
2,-1.0,3,a0,1.0,2116.5070866264887
1,-1.0,2,a0,,2126.5070866264887
1,-1.0,1,a0,,2136.5070866264887
2,-1.0,1,a0,0.0,2137.5070866264887
1,-1.0,B1,a0,,2147.5070866264887
1,-1.0,B2,a0,,2157.5070866264887
1,-1.0,B3,a0,,2167.5070866264887
1,-1.0,B4,a0,,2177.5070866264887
2,1.0,B4,a0,2.0,2179.5070866264887
1,1.0,B3,a0,,2189.5070866264887
1,1.0,11,a2,,2198.268910080198
1,1.0,B2,a0,,2199.5070866264887
1,1.0,12,a2,,2208.268910080198
1,1.0,B1,a0,,2209.5070866264887
1,1.0,13,a2,,2218.268910080198
1,1.0,1,a0,,2219.5070866264887
1,1.0,6,a1,,2221.49500826271
2,1.0,1,a0,1.0,2223.5070866264887
1,1.0,14,a2,,2228.268910080198
2,1.0,14,a2,0.0,2228.268910080198
2,-1.0,14,a2,1.0,2229.268910080198
1,1.0,7,a1,,2231.49500826271
2,1.0,7,a1,1.0,2233.49500826271
1,1.0,2,a0,,2234.196211389977
1,-1.0,13,a2,,2239.268910080198
2,-1.0,13,a2,0.0,2240.268910080198
1,1.0,8,a1,,2243.49500826271
1,1.0,3,a0,,2244.196211389977
1,-1.0,12,a2,,2250.268910080198
1,1.0,9,a1,,2253.49500826271
1,1.0,4,a0,,2254.196211389977
2,1.0,4,a0,1.0,2256.196211389977
1,-1.0,11,a2,,2260.268910080198
2,-1.0,11,a2,1.0,2262.268910080198
1,1.0,10,a1,,2263.49500826271
2,1.0,10,a1,0.0,2264.49500826271
0,,10,a1,,2264.49500826271
1,1.0,5,a0,,2266.196211389977
2,1.0,5,a0,0.0,2267.196211389977
1,-1.0,10,a2,,2272.268910080198
2,-1.0,10,a2,0.0,2273.268910080198
0,,10,a2,,2273.268910080198
1,-1.0,4,a0,,2277.196211389977
2,-1.0,10,a1,3.0,2277.268910080198
2,-1.0,4,a0,1.0,2285.1988994963963
1,-1.0,9,a1,,2287.268910080198
2,-1.0,9,a1,2.0,2293.268910080198
1,-1.0,3,a0,,2295.1988994963963
2,-1.0,9,a1,0.0,2295.268910080198
1,-1.0,2,a0,,2305.1988994963963
1,-1.0,8,a1,,2305.268910080198
1,-1.0,1,a0,,2315.1988994963963
1,-1.0,7,a1,,2315.268910080198
2,-1.0,1,a0,1.0,2318.1988994963963
1,-1.0,B1,a0,,2328.1988994963963
2,-1.0,B1,a0,1.0,2330.1988994963963
1,-1.0,6,a1,,2330.6470053680578
2,-1.0,6,a1,1.0,2331.6470053680578
1,-1.0,B2,a0,,2340.1988994963963
1,-1.0,5,a1,,2341.6470053680578
2,-1.0,5,a1,0.0,2342.6470053680578
1,1.0,11,a2,,2343.7365688281907
1,-1.0,B3,a0,,2350.1988994963963
2,-1.0,B3,a0,0.0,2351.1988994963963
1,1.0,12,a2,,2353.7365688281907
1,1.0,6,a1,,2356.350462635244
1,-1.0,B4,a0,,2361.1988994963963
2,1.0,B4,a0,1.0,2363.1988994963963
1,1.0,13,a2,,2363.7365688281907
1,1.0,7,a1,,2366.350462635244
1,1.0,B3,a0,,2373.1988994963963
1,1.0,14,a2,,2373.7365688281907
2,1.0,14,a2,0.0,2373.7365688281907
2,-1.0,14,a2,1.0,2375.7365688281907
2,1.0,B3,a0,1.0,2376.1988994963963
1,1.0,8,a1,,2376.350462635244
2,1.0,B3,a0,1.0,2384.702017911746
1,-1.0,13,a2,,2385.7365688281907
1,1.0,9,a1,,2386.350462635244
1,1.0,B2,a0,,2394.702017911746
1,-1.0,12,a2,,2395.7365688281907
1,1.0,10,a1,,2396.350462635244
2,1.0,10,a1,0.0,2396.350462635244
2,-1.0,12,a2,2.0,2398.7365688281907
1,1.0,B1,a0,,2404.702017911746
1,-1.0,9,a1,,2406.350462635244
2,1.0,B1,a0,1.0,2406.702017911746
2,-1.0,9,a1,1.0,2408.350462635244
1,-1.0,11,a2,,2408.7365688281907
1,1.0,1,a0,,2416.702017911746
1,-1.0,8,a1,,2418.350462635244
1,-1.0,10,a2,,2418.7365688281907
2,1.0,1,a0,1.0,2419.702017911746
2,-1.0,10,a2,0.0,2420.7365688281907
0,,10,a2,,2420.7365688281907
2,-1.0,10,a2,0.0,2420.7365688281907
0,,10,a2,,2420.7365688281907
1,-1.0,7,a1,,2428.350462635244
1,1.0,2,a0,,2429.702017911746
2,-1.0,7,a1,1.0,2431.350462635244
2,1.0,2,a0,1.0,2431.702017911746
1,-1.0,6,a1,,2441.350462635244
1,1.0,3,a0,,2441.702017911746
2,1.0,3,a0,0.0,2442.702017911746
1,-1.0,5,a1,,2451.350462635244
2,-1.0,5,a1,0.0,2452.350462635244
0,,5,a1,,2452.350462635244
1,1.0,4,a0,,2452.702017911746
2,1.0,4,a0,0.0,2452.702017911746
1,1.0,5,a0,,2462.702017911746
2,1.0,5,a0,0.0,2462.702017911746
1,1.0,11,a2,,2468.8658240934574
1,1.0,6,a1,,2472.8421384257485
1,1.0,12,a2,,2478.8658240934574
2,1.0,12,a2,0.0,2478.8658240934574
2,-1.0,12,a2,1.0,2479.8658240934574
1,1.0,7,a1,,2482.8421384257485
1,-1.0,11,a2,,2489.8658240934574
1,1.0,8,a1,,2492.8421384257485
2,-1.0,5,a0,20.0,2495.702017911746
1,-1.0,10,a2,,2499.8658240934574
