,location,elevator_subgroup_number,floor_policy,elevator_name,count_type,floor_count
68,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,849
69,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,761
70,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,902
71,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,849
72,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,811
73,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,928
74,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,945
75,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,811
76,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,928
77,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,945
78,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,771
79,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,868
80,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,872
81,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,771
82,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,868
83,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,872
84,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,804
85,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,942
86,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,952
87,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,804
88,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,942
89,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,952
90,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,773
91,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,815
92,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,819
93,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,773
94,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,815
95,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,819
96,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,713
97,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,919
98,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,898
99,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,713
100,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,919
101,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,898
102,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,869
103,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,884
104,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,822
105,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,869
106,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,884
107,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,822
108,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,767
109,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,838
110,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,799
111,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,767
112,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,838
113,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,799
114,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,755
115,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,868
116,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,874
117,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,755
118,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,868
119,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,874
120,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,832
121,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,897
122,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,882
123,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,832
124,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,897
125,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,882
126,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,790
127,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,898
128,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,944
129,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,790
130,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,898
131,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,944
132,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,734
133,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,888
134,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,812
135,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,734
136,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,888
137,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,812
138,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,817
139,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,909
140,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,840
141,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,817
142,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,909
143,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,840
144,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,721
145,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,879
146,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,740
147,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,721
148,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,879
149,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,740
150,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,779
151,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,900
152,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,919
153,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,779
154,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,900
155,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,919
156,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,775
157,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,926
158,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,928
159,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,775
160,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,926
161,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,928
162,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,740
163,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,832
164,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,838
165,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,740
166,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,832
167,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,838
168,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,729
169,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,842
170,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,829
171,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,729
172,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,842
173,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,829
174,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,697
175,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,845
176,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,893
177,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,697
178,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,845
179,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,893
180,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,797
181,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,880
182,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,903
183,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,797
184,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,880
185,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,903
186,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,788
187,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,890
188,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,871
189,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,788
190,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,890
191,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,871
192,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,717
193,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,846
194,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,799
195,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,717
196,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,846
197,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,799
198,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,662
199,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,807
200,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,764
201,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,662
202,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,807
203,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,764
204,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,836
205,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,923
206,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,950
207,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,836
208,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,923
209,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,950
210,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,782
211,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,898
212,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,912
213,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,782
214,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,898
215,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,912
216,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,752
217,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,854
218,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,865
219,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,752
220,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,854
221,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,865
222,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,864
223,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,946
224,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,875
225,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,864
226,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,946
227,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,875
228,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,807
229,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,867
230,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,872
231,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,807
232,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,867
233,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,872
234,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,785
235,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,879
236,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,888
237,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,785
238,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,879
239,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,888
240,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,812
241,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,819
242,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,875
243,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,812
244,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,819
245,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,875
246,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,777
247,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,851
248,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,798
249,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,777
250,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,851
251,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,798
252,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,762
253,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,830
254,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,848
255,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,762
256,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,830
257,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,848
258,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,732
259,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,809
260,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,762
261,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,732
262,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,809
263,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,762
264,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,798
265,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,938
266,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,897
267,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,798
268,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,938
269,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,897
270,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,702
271,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,854
272,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,877
273,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,702
274,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,854
275,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,877
276,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,802
277,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,884
278,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,905
279,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,802
280,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,884
281,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,905
282,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,708
283,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,859
284,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,859
285,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,708
286,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,859
287,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,859
288,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,773
289,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,919
290,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,877
291,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,773
292,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,919
293,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,877
294,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,784
295,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,912
296,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,889
297,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,784
298,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,912
299,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,889
300,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,835
301,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,891
302,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,863
303,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,835
304,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,891
305,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,863
306,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,705
307,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,764
308,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,855
309,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,705
310,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,764
311,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,855
312,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,816
313,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,901
314,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,845
315,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,816
316,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,901
317,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,845
318,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,789
319,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,888
320,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,946
321,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,789
322,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,888
323,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,946
324,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,756
325,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,784
326,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,824
327,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,756
328,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,784
329,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,824
330,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,717
331,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,827
332,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,765
333,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,717
334,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,827
335,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,765
336,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,816
337,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,940
338,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,902
339,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,816
340,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,940
341,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,902
342,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,763
343,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,846
344,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,836
345,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,763
346,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,846
347,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,836
348,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,894
349,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,893
350,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,857
351,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,894
352,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,893
353,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,857
354,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,704
355,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,789
356,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,789
357,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,704
358,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,789
359,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,789
360,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,797
361,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,925
362,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,856
363,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,797
364,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,925
365,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,856
366,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,814
367,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,938
368,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,870
369,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,814
370,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,938
371,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,870
372,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,847
373,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,978
374,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,902
375,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,847
376,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,978
377,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,902
378,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,766
379,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,901
380,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,907
381,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,766
382,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,901
383,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,907
384,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,756
385,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,898
386,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,885
387,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,756
388,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,898
389,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,885
390,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,791
391,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,961
392,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,864
393,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,791
394,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,961
395,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,864
396,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,786
397,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,887
398,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,898
399,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,786
400,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,887
401,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,898
402,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,818
403,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,888
404,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,842
405,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,818
406,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,888
407,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,842
408,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,761
409,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,860
410,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,854
411,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,761
412,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,860
413,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,854
414,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,808
415,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,960
416,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,890
417,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,808
418,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,960
419,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,890
420,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,786
421,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,939
422,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,887
423,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,786
424,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,939
425,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,887
426,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,834
427,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,914
428,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,819
429,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,834
430,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,914
431,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,819
432,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,772
433,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,840
434,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,830
435,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,772
436,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,840
437,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,830
438,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,772
439,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,888
440,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,869
441,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,772
442,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,888
443,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,869
444,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,791
445,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,865
446,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,846
447,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,791
448,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,865
449,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,846
450,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,798
451,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,891
452,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,906
453,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,798
454,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,891
455,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,906
456,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,801
457,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,871
458,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,875
459,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,801
460,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,871
461,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,875
462,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,811
463,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,929
464,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,970
465,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,811
466,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,929
467,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,970
468,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,860
469,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,965
470,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,892
471,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,860
472,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,965
473,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,892
474,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,699
475,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,760
476,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,892
477,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,699
478,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,760
479,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,892
480,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,771
481,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,904
482,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,881
483,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,771
484,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,904
485,研究大樓,"[2, 1]",sep_1_5,a2,count_stop,881
486,研究大樓,"[2, 1]",sep_1_5,a0,count_floor,752
487,研究大樓,"[2, 1]",sep_1_5,a1,count_floor,813
488,研究大樓,"[2, 1]",sep_1_5,a2,count_floor,833
489,研究大樓,"[2, 1]",sep_1_5,a0,count_stop,752
490,研究大樓,"[2, 1]",sep_1_5,a1,count_stop,813
