,Location,Elevator Amount,Waiting_Time,Journey_Time
0,北棟病床,1,131.89813301336878,179.0268816260453
1,北棟病床,2,101.05784583574747,142.7592503595056
2,北棟病床,3,93.91443765174488,134.53589393792774
3,北棟病床,4,89.99501874875476,130.34100932299796
4,北棟病床,5,83.638900622776,123.82122455612758
