1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.02235086026692394,0.05242000321595112,0.09663933108216755,0.053223990995336874,0.038109020742884706,0.045344910757356485,0.025566811384466957,0.04373693519858498,0.05306319343945972,0.04019938896928767,0.03087313072841293,0.04518411320147934,0.03296349895481589,0.0371442354076218,0.05499276410998553,0.04100337674867342,0.035536259848850296,0.0479176716513909,0.05161601543656536,0.03424987940183309,0.03296349895481589,0.03762662807525326,0.02669239427560701,0.019938896928766683
0.16236162361623616,0.0,0.016605166051660517,0.014760147601476014,0.012915129151291513,0.027675276752767528,0.014760147601476014,0.023985239852398525,0.02029520295202952,0.02952029520295203,0.033210332103321034,0.08487084870848709,0.13284132841328414,0.005535055350553505,0.04428044280442804,0.03136531365313653,0.042435424354243544,0.02214022140221402,0.046125461254612546,0.03136531365313653,0.007380073800738007,0.07011070110701106,0.016605166051660517,0.02214022140221402,0.08487084870848709
0.821917808219178,0.00821917808219178,0.0,0.00821917808219178,0.07671232876712329,0.0027397260273972603,0.005479452054794521,0.0,0.00821917808219178,0.0027397260273972603,0.00821917808219178,0.00821917808219178,0.0027397260273972603,0.0,0.0136986301369863,0.0027397260273972603,0.005479452054794521,0.0,0.0027397260273972603,0.0027397260273972603,0.0,0.00821917808219178,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603
0.904,0.012,0.004,0.0,0.0,0.0,0.006,0.002,0.004,0.006,0.004,0.002,0.0,0.006,0.004,0.002,0.006,0.002,0.008,0.006,0.004,0.004,0.006,0.0,0.008
0.8441247002398081,0.011990407673860911,0.05275779376498801,0.002398081534772182,0.0,0.0,0.007194244604316547,0.0,0.0,0.004796163069544364,0.002398081534772182,0.0,0.019184652278177457,0.002398081534772182,0.0,0.004796163069544364,0.009592326139088728,0.0,0.007194244604316547,0.004796163069544364,0.002398081534772182,0.004796163069544364,0.009592326139088728,0.0,0.007194244604316547
0.8888888888888888,0.018518518518518517,0.011111111111111112,0.003703703703703704,0.014814814814814815,0.0,0.003703703703703704,0.007407407407407408,0.007407407407407408,0.003703703703703704,0.007407407407407408,0.003703703703703704,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.003703703703703704,0.0,0.0,0.011111111111111112,0.003703703703703704,0.003703703703703704
0.8831168831168831,0.007792207792207792,0.0,0.007792207792207792,0.007792207792207792,0.0025974025974025974,0.0,0.0025974025974025974,0.0,0.012987012987012988,0.0,0.015584415584415584,0.0025974025974025974,0.0,0.0025974025974025974,0.0025974025974025974,0.01038961038961039,0.0,0.0025974025974025974,0.005194805194805195,0.005194805194805195,0.01038961038961039,0.01038961038961039,0.0025974025974025974,0.0025974025974025974
0.9019607843137255,0.00980392156862745,0.0,0.0,0.004901960784313725,0.00980392156862745,0.004901960784313725,0.0,0.0,0.004901960784313725,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.004901960784313725,0.00980392156862745,0.0,0.0,0.0,0.00980392156862745,0.0,0.029411764705882353
0.8892307692307693,0.027692307692307693,0.006153846153846154,0.006153846153846154,0.009230769230769232,0.006153846153846154,0.012307692307692308,0.012307692307692308,0.0,0.006153846153846154,0.0,0.0,0.0,0.0,0.003076923076923077,0.0,0.0,0.006153846153846154,0.0,0.009230769230769232,0.0,0.0,0.003076923076923077,0.0,0.0
0.8026315789473685,0.03289473684210526,0.008771929824561403,0.010964912280701754,0.019736842105263157,0.021929824561403508,0.021929824561403508,0.017543859649122806,0.019736842105263157,0.0,0.0043859649122807015,0.0,0.0021929824561403508,0.0021929824561403508,0.0021929824561403508,0.0043859649122807015,0.0,0.0021929824561403508,0.0,0.0,0.010964912280701754,0.010964912280701754,0.0021929824561403508,0.0,0.0021929824561403508
