1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.9061488673139159,0.009708737864077669,0.0,0.0,0.003236245954692557,0.0,0.003236245954692557,0.003236245954692557,0.0,0.003236245954692557,0.0,0.0,0.0,0.006472491909385114,0.0,0.0,0.019417475728155338,0.003236245954692557,0.003236245954692557,0.003236245954692557,0.003236245954692557,0.003236245954692557,0.0,0.0,0.022653721682847898
0.8445229681978799,0.028268551236749116,0.0035335689045936395,0.0,0.007067137809187279,0.0035335689045936395,0.0176678445229682,0.0035335689045936395,0.0,0.0035335689045936395,0.0035335689045936395,0.0,0.0353356890459364,0.0,0.0035335689045936395,0.007067137809187279,0.0,0.007067137809187279,0.0035335689045936395,0.01060070671378092,0.0,0.007067137809187279,0.007067137809187279,0.0,0.0035335689045936395
0.75,0.125,0.0,0.0078125,0.013020833333333334,0.0026041666666666665,0.005208333333333333,0.013020833333333334,0.0026041666666666665,0.0026041666666666665,0.0,0.028645833333333332,0.0,0.0,0.0078125,0.0,0.0026041666666666665,0.0,0.005208333333333333,0.0,0.0,0.005208333333333333,0.005208333333333333,0.0,0.0234375
0.8734177215189873,0.029535864978902954,0.0,0.004219409282700422,0.0,0.004219409282700422,0.0,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.0,0.0,0.004219409282700422,0.0,0.004219409282700422,0.008438818565400843,0.02109704641350211,0.0,0.004219409282700422,0.0,0.0,0.0,0.008438818565400843,0.0,0.0
0.8996763754045307,0.016181229773462782,0.003236245954692557,0.009708737864077669,0.003236245954692557,0.003236245954692557,0.006472491909385114,0.003236245954692557,0.003236245954692557,0.003236245954692557,0.009708737864077669,0.003236245954692557,0.006472491909385114,0.009708737864077669,0.0,0.0,0.0,0.003236245954692557,0.0,0.003236245954692557,0.0,0.003236245954692557,0.003236245954692557,0.006472491909385114,0.0
0.8755274261603375,0.04219409282700422,0.002109704641350211,0.008438818565400843,0.006329113924050633,0.002109704641350211,0.0,0.02109704641350211,0.002109704641350211,0.002109704641350211,0.006329113924050633,0.0,0.004219409282700422,0.004219409282700422,0.004219409282700422,0.0,0.002109704641350211,0.0,0.0,0.0,0.002109704641350211,0.002109704641350211,0.008438818565400843,0.004219409282700422,0.0
0.8901408450704226,0.011267605633802818,0.0028169014084507044,0.0,0.0,0.0,0.011267605633802818,0.0,0.014084507042253521,0.0028169014084507044,0.008450704225352112,0.008450704225352112,0.0028169014084507044,0.0,0.0,0.005633802816901409,0.0,0.0028169014084507044,0.0,0.005633802816901409,0.0,0.008450704225352112,0.0,0.0028169014084507044,0.016901408450704224
0.9372384937238494,0.016736401673640166,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.0041841004184100415,0.0041841004184100415,0.0,0.0041841004184100415,0.0041841004184100415,0.0,0.0041841004184100415,0.0041841004184100415,0.008368200836820083,0.0
0.9014084507042254,0.03990610328638498,0.004694835680751174,0.0,0.007042253521126761,0.0,0.004694835680751174,0.0,0.0,0.002347417840375587,0.004694835680751174,0.0,0.002347417840375587,0.0,0.004694835680751174,0.004694835680751174,0.0,0.002347417840375587,0.0,0.002347417840375587,0.0,0.0,0.007042253521126761,0.0,0.009389671361502348
0.9375,0.0,0.009615384615384616,0.002403846153846154,0.0,0.0,0.0,0.0,0.002403846153846154,0.0,0.0,0.0,0.002403846153846154,0.002403846153846154,0.002403846153846154,0.004807692307692308,0.014423076923076924,0.007211538461538462,0.007211538461538462,0.0,0.0,0.0,0.002403846153846154,0.002403846153846154,0.002403846153846154
0.8846153846153846,0.01282051282051282,0.0,0.0,0.004273504273504274,0.0,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.008547008547008548,0.017094017094017096,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.0,0.004273504273504274,0.0,0.004273504273504274,0.0,0.0,0.004273504273504274
0.8976109215017065,0.027303754266211604,0.0,0.0034129692832764505,0.0,0.0034129692832764505,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0034129692832764505,0.0034129692832764505,0.0034129692832764505,0.0034129692832764505,0.010238907849829351,0.0,0.006825938566552901,0.0,0.0034129692832764505,0.0,0.027303754266211604
0.9595588235294118,0.014705882352941176,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0
0.9363636363636364,0.03636363636363636,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43902439024390244,0.07317073170731707,0.0,0.0,0.0,0.0,0.01084010840108401,0.005420054200542005,0.0,0.0027100271002710027,0.0027100271002710027,0.0,0.032520325203252036,0.0,0.0,0.0,0.02981029810298103,0.008130081300813009,0.07317073170731707,0.06504065040650407,0.06233062330623306,0.07046070460704607,0.06233062330623306,0.06233062330623306,0.0
