,Location,Elevator Amount,Waiting_Time,Journey_Time
0,南棟客梯,1,157.20595595039657,206.2782609359445
1,南棟客梯,2,98.10210052308827,138.20204945430083
2,南棟客梯,3,86.71393952054073,124.71176558791709
3,南棟客梯,4,79.78768299402552,118.02402163370826
4,南棟客梯,5,77.93798866573592,115.41100030723993
