,Location,Elevator Amount,Waiting_Time,Journey_Time
0,南棟病床,1,149.88747625281366,201.47248779211705
1,南棟病床,2,101.66244712184738,145.30266858348796
2,南棟病床,3,96.82399427514217,139.50595974082492
3,南棟病床,4,89.9879176388579,132.27224935909112
4,南棟病床,5,87.50324968663847,130.64340412812922
