elevIndex,direction,floorIndex,latterStatus,time
a2,1,11,0,2863.53264198904
a0,-1,14,1,2868.0969377118076
a1,-1,14,0,2870.53264198904
a1,1,4,0,2874.53264198904
a0,-1,14,1,2874.53264198904
a1,1,8,1,2876.53264198904
a0,1,4,0,2879.8623292797
a2,-1,8,1,2880.8178624781685
a0,-1,14,0,2881.8623292797
a1,1,4,1,2881.8623292797
a1,1,4,1,2882.53264198904
a2,-1,8,0,2885.8178624781685
a2,-1,10,1,2886.8178624781685
a0,-1,18,1,2886.8623292797
a0,-1,17,1,2886.8623292797
a0,-1,18,1,2886.8623292797
a2,-1,1,1,2891.949859684819
a1,1,8,0,2894.53264198904
a2,1,8,1,2895.53264198904
a0,1,4,1,2896.73469721947
a2,-1,10,0,2896.8178624781685
a2,1,8,0,2898.8178624781685
a2,1,11,1,2900.8178624781685
a0,-1,17,0,2900.8623292797
a0,-1,18,0,2908.8623292797
a1,-1,14,0,2913.53264198904
a1,1,4,0,2913.53264198904
a2,1,11,0,2914.8178624781685
a3,1,1,1,2915.556378396912
a3,1,1,0,2916.556378396912
a1,1,8,1,2917.53264198904
a1,1,8,1,2917.53264198904
a3,1,1,1,2922.556378396912
a2,1,11,1,2922.8178624781685
a3,1,1,0,2923.556378396912
a2,-1,8,1,2923.9065891283403
a0,1,4,0,2928.8623292797
a3,1,1,1,2929.556378396912
a3,1,1,0,2930.556378396912
a2,-1,1,1,2934.4201663288795
a1,1,8,0,2935.53264198904
a0,1,1,1,2936.556378396912
a2,1,8,1,2939.53264198904
a2,1,17,0,2942.8178624781685
a2,-1,1,0,2942.8178624781685
a2,-1,10,1,2947.8178624781685
a2,-1,10,1,2947.8178624781685
a2,-1,10,1,2947.8178624781685
a0,-1,17,0,2949.556378396912
a0,1,1,0,2949.556378396912
a0,1,4,1,2951.556378396912
a2,-1,7,1,2956.079380779316
a0,1,4,0,2965.556378396912
a1,1,4,1,2966.556378396912
a2,-1,7,0,2977.079380779316
a2,-1,10,1,2978.079380779316
a2,1,8,1,2983.0425206234677
a1,-1,14,0,2983.556378396912
a1,1,4,0,2983.556378396912
a2,-1,8,0,2984.079380779316
a1,1,8,1,2984.556378396912
a2,-1,10,1,2985.079380779316
a1,-1,13,1,2992.0619138754328
a2,-1,10,0,2995.079380779316
a2,1,8,0,2999.079380779316
a1,-1,10,1,2999.079380779316
a1,1,8,0,3002.556378396912
a1,-1,10,0,3003.556378396912
a2,1,15,1,3006.079380779316
a2,1,9,1,3006.079380779316
a2,1,17,1,3006.079380779316
a2,1,9,1,3006.079380779316
a0,1,3,1,3008.400162493928
a1,-1,14,1,3009.556378396912
a1,-1,14,1,3009.556378396912
a1,-1,14,1,3009.556378396912
a1,-1,14,1,3009.556378396912
a2,1,9,0,3012.079380779316
a0,-1,15,0,3013.400162493928
a0,1,3,0,3013.400162493928
a2,1,8,1,3015.141791312986
a0,1,4,1,3015.400162493928
a0,1,4,0,3021.400162493928
a1,1,4,1,3022.400162493928
a1,-1,13,0,3023.556378396912
a2,1,11,0,3024.079380779316
a1,-1,14,1,3024.556378396912
a1,-1,14,0,3030.556378396912
a2,1,17,1,3030.5869554248484
a1,1,4,0,3035.556378396912
a0,-1,14,1,3035.556378396912
a0,-1,14,0,3036.556378396912
a1,1,8,1,3037.556378396912
a0,-1,18,1,3040.556378396912
a0,-1,15,1,3040.556378396912
a0,-1,15,1,3040.556378396912
a2,1,15,0,3042.079380779316
a0,-1,15,0,3046.556378396912
a2,1,17,0,3053.079380779316
a2,1,18,1,3055.079380779316
a1,1,8,0,3055.556378396912
a2,1,8,1,3056.556378396912
a2,1,18,0,3061.079380779316
a0,-1,18,0,3063.556378396912
a0,1,0,1,3065.344644272853
a0,1,0,0,3066.344644272853
a0,1,4,1,3067.344644272853
a0,-1,15,1,3070.8279889216496
a1,-1,12,1,3073.092280410951
a1,1,5,1,3075.218547467622
a1,-1,12,0,3082.092280410951
a1,-1,14,1,3084.092280410951
a0,1,4,0,3085.344644272853
a1,1,4,1,3087.344644272853
a0,-1,15,0,3093.344644272853
a1,-1,14,0,3094.092280410951
a0,-1,17,1,3094.344644272853
a1,1,4,0,3096.092280410951
a2,-1,3,1,3096.4817809878946
a1,1,8,1,3098.092280410951
a2,-1,10,0,3104.079380779316
a2,1,8,0,3104.079380779316
a1,1,5,0,3104.092280410951
a0,-1,17,0,3104.344644272853
a1,1,8,1,3105.092280410951
a2,1,16,1,3107.079380779316
a2,1,14,1,3107.079380779316
a2,-1,9,1,3112.036745145421
a2,1,8,1,3115.3850420158706
a1,1,8,0,3119.092280410951
a2,1,8,1,3121.092280410951
a2,1,14,0,3133.079380779316
a2,1,16,0,3145.079380779316
a2,-1,3,0,3152.079380779316
a2,-1,10,1,3155.079380779316
a2,-1,10,1,3155.079380779316
a1,1,4,1,3179.683747282125
a2,-1,9,0,3181.079380779316
a2,-1,10,1,3182.079380779316
a2,-1,10,0,3188.079380779316
a2,1,8,0,3189.079380779316
a1,-1,10,1,3189.079380779316
a2,1,11,1,3193.079380779316
a2,1,11,1,3193.079380779316
a1,-1,14,0,3196.683747282125
a1,1,4,0,3196.683747282125
a1,1,8,1,3198.683747282125
a0,1,1,1,3199.663814340527
a0,1,1,0,3200.663814340527
a0,1,4,1,3202.663814340527
a2,1,11,0,3207.079380779316
a2,1,11,1,3215.079380779316
a2,1,11,0,3216.079380779316
a0,1,4,0,3216.663814340527
a1,1,8,0,3216.683747282125
a1,-1,10,0,3217.683747282125
a2,1,8,1,3217.683747282125
a1,-1,14,1,3221.683747282125
a1,-1,14,1,3221.683747282125
a1,-1,14,1,3221.683747282125
a2,-1,10,0,3230.683747282125
a2,1,8,0,3230.683747282125
a2,1,16,1,3231.683747282125
a1,-1,14,0,3239.683747282125
a0,-1,14,1,3240.683747282125
a0,-1,14,0,3241.683747282125
a0,-1,15,1,3246.683747282125
a0,-1,18,1,3246.683747282125
a0,-1,18,1,3246.683747282125
a0,-1,15,0,3252.683747282125
a2,1,16,0,3265.683747282125
a2,-1,0,1,3266.97667735513
a0,-1,18,0,3268.683747282125
a2,-1,7,1,3271.479730410313
a2,1,18,0,3275.97667735513
a2,-1,0,0,3275.97667735513
a0,1,3,1,3277.107822310477
a2,-1,7,1,3278.97667735513
a2,-1,4,1,3278.97667735513
a2,-1,4,1,3280.5312570950746
a0,1,3,0,3290.107822310477
a0,1,4,1,3291.107822310477
a2,-1,4,0,3296.97667735513
a0,1,4,0,3297.107822310477
a1,1,4,1,3299.107822310477
a1,1,4,0,3300.107822310477
a3,1,1,1,3300.237425692171
a2,-1,10,1,3300.97667735513
a2,-1,10,1,3300.97667735513
a3,1,1,0,3301.237425692171
a1,1,8,1,3303.107822310477
a1,1,8,1,3303.107822310477
a3,1,1,1,3307.237425692171
a3,1,1,0,3308.237425692171
a3,1,1,1,3314.237425692171
a2,-1,7,0,3314.97667735513
a3,1,1,0,3315.237425692171
a2,-1,10,1,3317.97667735513
a1,1,8,0,3321.107822310477
a3,1,1,1,3321.237425692171
a2,1,8,1,3322.107822310477
a3,1,1,0,3322.237425692171
a3,1,1,1,3328.237425692171
a3,1,1,0,3329.237425692171
a2,-1,9,1,3330.4671452327375
a2,-1,9,0,3331.4671452327375
a2,-1,10,1,3333.4671452327375
a3,1,1,1,3335.237425692171
a3,1,1,0,3336.237425692171
a2,-1,10,0,3339.4671452327375
a2,1,8,0,3341.4671452327375
a1,-1,10,1,3341.4671452327375
a3,1,1,1,3342.237425692171
a1,-1,10,0,3342.4671452327375
a3,1,1,0,3343.237425692171
a2,1,11,1,3345.4671452327375
a2,1,15,1,3345.4671452327375
a1,-1,14,1,3346.4671452327375
a1,-1,14,1,3346.4671452327375
a1,-1,14,1,3346.4671452327375
a3,1,1,1,3349.237425692171
a3,1,1,0,3350.237425692171
a3,1,1,1,3356.237425692171
a3,1,1,0,3357.237425692171
a2,1,11,0,3359.4671452327375
a3,1,1,1,3363.237425692171
a3,1,1,0,3364.237425692171
a1,-1,14,0,3364.4671452327375
a0,-1,14,1,3367.4671452327375
a0,-1,14,0,3368.4671452327375
a3,1,1,1,3370.237425692171
a3,1,1,0,3371.237425692171
a0,-1,15,1,3371.4671452327375
a0,-1,18,1,3371.4671452327375
a3,1,1,1,3377.237425692171
a0,-1,15,0,3377.4671452327375
a3,1,1,0,3378.237425692171
a2,1,15,0,3378.4671452327375
a1,-1,10,1,3379.90289483996
a3,1,1,1,3384.237425692171
a3,1,1,0,3385.237425692171
a3,1,1,1,3391.237425692171
a3,1,1,0,3392.237425692171
a0,-1,18,0,3392.4671452327375
a1,1,8,0,3396.90289483996
a1,-1,10,0,3396.90289483996
a3,1,1,1,3398.237425692171
a1,-1,14,1,3398.90289483996
a3,1,1,0,3399.237425692171
a0,1,0,1,3400.0245212190157
a0,1,0,0,3401.0245212190157
a0,1,4,1,3402.0245212190157
a2,-1,1,1,3404.619834635431
a3,1,1,1,3405.237425692171
a3,1,1,0,3406.237425692171
a1,-1,12,1,3407.1763081343342
a1,-1,12,0,3412.1763081343342
a3,1,1,1,3412.237425692171
a1,-1,14,1,3413.1763081343342
a3,1,1,0,3413.237425692171
a2,1,17,0,3413.619834635431
a2,1,18,1,3415.619834635431
a0,-1,14,1,3416.756778623505
a3,1,1,1,3419.237425692171
a0,1,4,0,3420.0245212190157
a3,1,1,0,3420.237425692171
a2,1,18,0,3421.619834635431
a0,-1,14,0,3422.0245212190157
a1,1,4,1,3422.0245212190157
a1,-1,14,0,3423.1763081343342
a0,-1,15,1,3424.0245212190157
a1,1,4,0,3425.1763081343342
a0,-1,14,1,3425.1763081343342
a0,-1,14,0,3426.1763081343342
a3,1,1,1,3426.237425692171
a3,1,1,0,3427.237425692171
a1,1,8,1,3428.1763081343342
a1,1,8,1,3428.1763081343342
a2,-1,1,0,3428.619834635431
a0,-1,18,1,3429.1763081343342
a0,-1,17,1,3429.1763081343342
a2,-1,8,1,3432.619834635431
a2,-1,10,1,3432.619834635431
a3,1,1,1,3433.237425692171
a3,1,1,0,3434.237425692171
a0,-1,15,0,3435.1763081343342
a3,1,1,1,3440.237425692171
a3,1,1,0,3441.237425692171
a1,1,8,0,3446.1763081343342
a0,-1,17,0,3447.1763081343342
a3,1,1,1,3447.237425692171
a2,1,8,1,3448.1763081343342
a3,1,1,0,3448.237425692171
a0,-1,18,0,3454.1763081343342
a3,1,1,1,3454.237425692171
a3,1,1,0,3455.237425692171
a3,1,1,1,3461.237425692171
a3,1,1,0,3462.237425692171
a2,-1,8,0,3462.619834635431
a3,1,1,1,3468.237425692171
a3,1,1,0,3469.237425692171
a2,-1,10,0,3474.619834635431
a3,1,1,1,3475.237425692171
a2,1,8,0,3475.619834635431
a1,-1,10,1,3475.619834635431
a0,1,3,1,3476.164728312791
a3,1,1,0,3476.237425692171
a1,-1,10,0,3476.619834635431
a2,1,14,1,3478.619834635431
a2,1,9,1,3478.619834635431
a1,-1,14,1,3478.619834635431
a3,1,1,1,3482.237425692171
a1,-1,12,1,3482.4950237950825
a3,1,1,0,3483.237425692171
a2,1,9,0,3484.619834635431
a2,1,11,1,3487.619834635431
a0,1,3,0,3489.164728312791
a3,1,1,1,3489.237425692171
a3,1,1,0,3490.237425692171
a1,-1,12,0,3491.4950237950825
a0,1,4,1,3492.164728312791
a0,1,4,1,3492.164728312791
a1,-1,14,1,3493.4950237950825
a3,1,1,1,3496.237425692171
a3,1,1,0,3497.237425692171
a2,1,11,0,3497.619834635431
a0,1,4,0,3498.164728312791
a1,1,4,1,3499.164728312791
a1,1,8,1,3500.2594347635063
a3,1,1,1,3503.237425692171
a1,-1,14,0,3503.4950237950825
a3,1,1,0,3504.237425692171
a1,1,4,0,3506.4950237950825
a0,-1,14,1,3506.4950237950825
a0,-1,14,0,3507.4950237950825
a1,1,8,1,3509.4950237950825
a1,1,8,1,3509.4950237950825
a2,-1,2,1,3510.135585674574
a3,1,1,1,3510.237425692171
a0,-1,18,1,3510.4950237950825
a0,-1,15,1,3510.4950237950825
a3,1,1,0,3511.237425692171
a2,1,14,0,3513.619834635431
a0,-1,15,0,3516.4950237950825
a3,1,1,1,3517.237425692171
a3,1,1,0,3518.237425692171
a3,1,1,1,3524.237425692171
a3,1,1,0,3525.237425692171
a2,1,16,0,3525.619834635431
a2,-1,2,0,3525.619834635431
a1,1,8,0,3527.4950237950825
a2,-1,10,1,3528.619834635431
a2,-1,9,1,3528.619834635431
a3,1,1,1,3531.237425692171
a0,-1,18,0,3531.4950237950825
a3,1,1,0,3532.237425692171
a0,1,0,1,3534.651982663445
a0,1,0,0,3535.651982663445
a0,1,4,1,3537.651982663445
a3,1,1,1,3538.237425692171
a3,1,1,0,3539.237425692171
a0,1,1,1,3545.237425692171
a2,1,11,1,3545.983614795389
a0,1,1,0,3546.237425692171
a0,1,4,1,3548.237425692171
a2,-1,9,0,3558.619834635431
a0,1,4,0,3562.237425692171
a1,1,4,1,3562.3620230128545
a1,1,4,1,3564.237425692171
a2,-1,10,0,3565.619834635431
a2,1,8,1,3577.9539650780516
a1,-1,14,0,3579.3620230128545
a1,1,4,0,3579.3620230128545
a2,1,11,0,3580.619834635431
a2,1,15,1,3581.619834635431
a1,1,8,1,3584.3620230128545
a1,1,8,1,3584.3620230128545
a1,1,8,1,3584.3620230128545
a2,-1,3,1,3592.9390365803947
a2,1,15,0,3599.619834635431
a2,-1,3,0,3601.619834635431
a1,1,8,0,3602.3620230128545
a2,-1,4,1,3603.619834635431
a2,-1,4,0,3609.619834635431
a2,-1,10,1,3613.619834635431
a2,-1,7,1,3617.9977982532223
a0,1,0,1,3618.1395716866527
a2,-1,7,0,3630.9977982532223
a2,-1,10,1,3631.9977982532223
a3,1,1,1,3634.124214342909
a3,1,1,0,3635.124214342909
a0,-1,18,0,3635.1395716866527
a0,1,0,0,3635.1395716866527
a0,1,4,1,3636.1395716866527
a3,1,1,1,3641.124214342909
a3,1,1,0,3642.124214342909
a2,-1,10,0,3645.9977982532223
a2,1,8,0,3646.9977982532223
a1,-1,10,1,3646.9977982532223
a1,-1,10,0,3647.9977982532223
a3,1,1,1,3648.124214342909
a3,1,1,0,3649.124214342909
a1,-1,14,1,3649.9977982532223
a1,-1,14,1,3649.9977982532223
a0,1,4,0,3654.1395716866527
a3,1,1,1,3655.124214342909
a3,1,1,0,3656.124214342909
a1,1,4,1,3656.1395716866527
a2,1,11,1,3657.9977982532223
a2,1,18,1,3657.9977982532223
a2,1,11,1,3657.9977982532223
a2,1,16,1,3657.9977982532223
a2,1,9,1,3657.9977982532223
a2,1,16,1,3657.9977982532223
a2,1,17,1,3657.9977982532223
a0,1,1,1,3662.124214342909
a2,1,9,0,3663.9977982532223
a1,-1,14,0,3667.9977982532223
a2,1,11,1,3668.2045994267355
a1,1,4,0,3669.9977982532223
a0,-1,14,1,3669.9977982532223
a1,1,8,1,3670.9977982532223
a0,-1,17,0,3675.124214342909
a0,1,1,0,3675.124214342909
a1,-1,12,1,3675.250417669968
a2,1,11,0,3675.9977982532223
a0,1,4,1,3676.124214342909
a0,1,3,1,3677.495186166515
a0,1,3,0,3686.495186166515
a2,-1,2,1,3687.762425494277
a1,1,8,0,3688.9977982532223
a0,1,4,1,3689.495186166515
a0,1,4,1,3689.495186166515
a1,-1,11,1,3693.7498828250837
a0,1,4,0,3695.495186166515
a0,-1,14,0,3698.495186166515
a1,-1,11,0,3698.7498828250837
a2,1,16,0,3698.9977982532223
a1,-1,14,1,3699.7498828250837
a0,-1,17,1,3700.495186166515
a1,-1,12,0,3705.7498828250837
a1,-1,14,1,3707.7498828250837
a2,1,17,0,3707.9977982532223
a0,-1,17,0,3714.495186166515
a2,1,18,0,3714.9977982532223
a3,1,1,1,3715.4657535415963
a3,1,1,0,3716.4657535415963
a1,-1,14,0,3717.7498828250837
a0,-1,14,1,3719.7498828250837
a3,1,1,1,3722.4657535415963
a3,1,1,0,3723.4657535415963
a2,-1,2,0,3725.9977982532223
a2,-1,10,1,3727.9977982532223
a3,1,1,1,3729.4657535415963
a3,1,1,0,3730.4657535415963
a0,1,4,0,3732.7498828250837
a0,-1,14,0,3732.7498828250837
a0,-1,18,1,3734.7498828250837
a3,1,1,1,3736.4657535415963
a3,1,1,0,3737.4657535415963
a1,1,7,1,3741.820889307861
a3,1,1,1,3743.4657535415963
a3,1,1,0,3744.4657535415963
a2,-1,0,1,3749.9888099439568
a1,1,7,1,3749.9983451248886
a3,1,1,1,3750.4657535415963
a2,1,9,1,3750.5920665093327
a3,1,1,0,3751.4657535415963
a0,-1,18,0,3752.7498828250837
a1,1,7,0,3754.820889307861
a3,1,1,1,3757.4657535415963
a3,1,1,0,3758.4657535415963
a1,1,8,1,3758.820889307861
a1,1,8,1,3758.820889307861
a2,-1,10,0,3761.9977982532223
a3,1,1,1,3764.4657535415963
a1,1,8,0,3764.820889307861
a3,1,1,0,3765.4657535415963
a2,1,8,1,3766.820889307861
a2,1,8,0,3767.820889307861
a2,1,16,1,3770.820889307861
a2,1,11,1,3770.820889307861
a0,1,1,1,3771.4657535415963
a1,1,5,1,3772.132524916482
a0,1,1,0,3776.4657535415963
a2,1,9,0,3776.820889307861
a2,1,11,1,3777.820889307861
a0,1,4,1,3778.4657535415963
a1,-1,13,0,3785.132524916482
a1,1,5,0,3785.132524916482
a1,1,7,1,3787.132524916482
a2,1,11,0,3787.820889307861
a2,-1,3,1,3792.431896233681
a0,1,4,0,3792.4657535415963
a2,-1,4,1,3796.230204376572
a1,1,7,0,3797.132524916482
a1,-1,10,1,3800.2788715879465
a1,1,8,0,3805.2788715879465
a1,-1,10,0,3805.2788715879465
a1,-1,14,1,3809.2788715879465
a1,-1,14,1,3809.2788715879465
a2,1,16,0,3811.820889307861
a0,-1,14,1,3814.4074327749854
a0,-1,14,0,3815.4074327749854
a0,-1,15,1,3817.4074327749854
a0,1,3,1,3819.374721639381
a2,1,18,0,3822.820889307861
a2,-1,0,0,3822.820889307861
a0,-1,15,0,3823.4074327749854
a2,-1,7,1,3824.820889307861
a0,1,3,0,3825.4074327749854
a1,-1,14,0,3827.2788715879465
a0,1,4,1,3827.4074327749854
a0,-1,14,1,3829.2788715879465
a2,-1,8,1,3831.965996370881
a0,1,4,0,3833.4074327749854
a0,-1,14,0,3835.4074327749854
a2,-1,3,0,3838.820889307861
a0,-1,18,1,3839.4074327749854
a0,-1,17,1,3839.4074327749854
a2,-1,10,1,3841.820889307861
a2,-1,10,1,3841.820889307861
a2,-1,4,0,3847.820889307861
a2,-1,8,1,3850.820889307861
a2,-1,10,1,3850.820889307861
a2,-1,7,1,3852.2597319055412
a0,-1,17,0,3853.4074327749854
a0,-1,18,0,3860.4074327749854
a2,-1,7,0,3864.820889307861
a2,-1,10,1,3867.820889307861
a2,-1,8,0,3873.820889307861
a2,-1,10,1,3876.820889307861
a3,1,1,1,3879.8456760360687
a3,1,1,0,3880.8456760360687
a2,-1,0,1,3884.2023839463736
a2,-1,10,0,3886.820889307861
a3,1,1,1,3886.8456760360687
a3,1,1,0,3887.8456760360687
a1,-1,10,1,3890.820889307861
a3,1,1,1,3893.8456760360687
a3,1,1,0,3894.8456760360687
a3,1,1,1,3900.8456760360687
a3,1,1,0,3901.8456760360687
a1,1,8,0,3907.820889307861
a1,-1,10,0,3907.820889307861
a3,1,1,1,3907.8456760360687
a3,1,1,0,3908.8456760360687
a1,-1,14,1,3913.820889307861
a1,-1,14,1,3913.820889307861
a1,-1,11,1,3913.820889307861
a1,-1,14,1,3913.820889307861
a3,1,1,1,3914.8456760360687
a3,1,1,0,3915.8456760360687
a0,1,3,1,3916.8861494014805
a1,-1,11,0,3919.820889307861
a2,-1,10,1,3919.820889307861
a3,1,1,1,3921.8456760360687
a3,1,1,0,3922.8456760360687
a2,-1,2,1,3925.3589752427047
a3,1,1,1,3928.8456760360687
a3,1,1,0,3929.8456760360687
a0,1,3,0,3929.8861494014805
a2,-1,2,1,3931.5929665676886
a0,1,4,1,3931.8861494014805
a2,1,18,0,3932.820889307861
a2,-1,0,0,3932.820889307861
a1,-1,14,0,3934.820889307861
a2,-1,3,1,3934.820889307861
a3,1,1,1,3935.8456760360687
a0,-1,14,1,3936.820889307861
a3,1,1,0,3936.8456760360687
a0,1,4,0,3937.8861494014805
a0,-1,14,0,3939.8861494014805
a3,1,1,1,3942.8456760360687
a0,-1,15,1,3942.8861494014805
a0,-1,15,1,3942.8861494014805
a0,-1,15,1,3942.8861494014805
a3,1,1,0,3943.8456760360687
a2,-1,2,0,3944.820889307861
a2,-1,10,1,3948.820889307861
a2,-1,10,1,3948.820889307861
a0,-1,15,0,3948.8861494014805
a3,1,1,1,3949.8456760360687
a2,-1,4,1,3950.796692810237
a3,1,1,0,3950.8456760360687
a1,1,4,1,3953.8762816010967
a2,-1,3,0,3954.820889307861
a1,1,4,0,3954.8762816010967
a3,1,1,1,3956.8456760360687
a3,1,1,0,3957.8456760360687
a1,1,8,1,3957.8762816010967
a1,1,7,1,3957.8762816010967
a1,1,8,1,3957.8762816010967
a2,-1,4,0,3961.820889307861
a2,-1,10,1,3962.820889307861
a3,1,1,1,3963.8456760360687
a3,1,1,0,3964.8456760360687
a3,1,1,1,3970.8456760360687
a3,1,1,0,3971.8456760360687
a1,1,7,0,3971.8762816010967
a2,-1,1,1,3977.6331991234115
a0,1,1,1,3977.8456760360687
a1,1,8,0,3979.8762816010967
a2,1,8,1,3980.8762816010967
a0,-1,17,0,3986.8456760360687
a0,-1,18,1,3987.8456760360687
a2,-1,10,0,3988.820889307861
a2,1,8,0,3992.820889307861
a1,-1,10,1,3992.820889307861
a1,-1,10,0,3993.820889307861
a0,-1,18,0,3993.8456760360687
a2,1,18,1,3996.820889307861
a2,1,11,1,3996.820889307861
a1,-1,14,1,3998.820889307861
a1,-1,14,1,3998.820889307861
a1,-1,14,1,3998.820889307861
a0,1,1,0,4001.8456760360687
a0,1,4,1,4002.8456760360687
a0,1,3,1,4004.119940224584
a2,1,11,0,4010.820889307861
a1,-1,12,1,4011.4064760426972
a1,-1,12,0,4012.4064760426972
a0,1,3,0,4013.119940224584
a1,-1,14,1,4013.4064760426972
a0,1,4,1,4015.119940224584
a0,1,4,0,4021.119940224584
a1,1,4,1,4022.119940224584
a2,-1,3,1,4022.4856666513224
a1,-1,14,0,4023.4064760426972
a1,1,4,0,4028.4064760426972
a0,-1,14,1,4028.4064760426972
a0,-1,14,0,4029.4064760426972
a1,1,8,1,4031.4064760426972
a1,1,8,1,4031.4064760426972
a0,-1,18,1,4032.4064760426972
a0,-1,17,1,4032.4064760426972
a2,1,9,1,4037.1420869786525
a1,-1,10,1,4039.658504314307
a2,1,18,0,4041.820889307861
a0,-1,17,0,4046.4064760426972
a0,-1,18,1,4048.4064760426972
a2,-1,1,0,4048.820889307861
a1,1,8,0,4049.4064760426972
a2,-1,3,1,4049.820889307861
a1,-1,10,0,4050.4064760426972
a1,-1,14,1,4052.4064760426972
a0,-1,18,0,4054.4064760426972
a2,-1,2,1,4058.3383275381198
a2,-1,2,0,4059.3383275381198
a2,-1,10,1,4060.3383275381198
a2,-1,3,0,4066.3383275381198
a2,-1,10,1,4069.3383275381198
a1,-1,14,0,4070.4064760426972
a2,1,15,1,4081.889511956173
a2,-1,10,0,4099.33832753812
a1,-1,10,1,4101.33832753812
a0,-1,15,1,4106.53948880603
a2,1,9,0,4107.33832753812
a2,1,11,1,4108.33832753812
a1,1,8,0,4118.33832753812
a2,1,11,0,4118.33832753812
a1,-1,10,0,4118.33832753812
a0,1,3,0,4119.53948880603
a0,-1,15,0,4119.53948880603
a1,-1,14,1,4120.33832753812
a1,-1,14,1,4120.33832753812
a0,-1,18,1,4120.53948880603
a0,1,3,1,4127.677800526918
a0,-1,18,0,4134.53948880603
a2,1,15,0,4137.33832753812
a1,-1,14,0,4138.33832753812
a2,1,18,1,4139.33832753812
a0,-1,14,1,4139.33832753812
a2,-1,4,1,4142.1138490276235
a0,1,3,0,4150.53948880603
a0,1,4,1,4152.53948880603
a2,1,18,0,4153.33832753812
a0,1,4,0,4158.53948880603
a0,-1,14,0,4159.53948880603
a1,1,4,1,4159.53948880603
a1,1,4,0,4160.53948880603
a1,1,7,1,4161.53948880603
a0,-1,18,1,4162.53948880603
a0,-1,15,1,4162.53948880603
a0,-1,15,0,4168.53948880603
a0,1,0,1,4170.9037769904635
a2,-1,4,0,4172.33832753812
a2,-1,10,1,4173.33832753812
a1,1,7,0,4175.53948880603
a0,-1,18,0,4183.53948880603
a1,1,4,1,4185.088789058386
a0,1,0,0,4185.53948880603
a0,1,4,1,4186.53948880603
a2,1,8,1,4186.79882154297
a1,-1,10,1,4187.329523052101
a3,1,1,1,4188.224369547207
a3,1,1,0,4189.224369547207
a2,1,16,1,4192.004006816025
a2,1,11,1,4194.841640676897
a3,1,1,1,4195.224369547207
a3,1,1,0,4196.224369547207
a1,-1,14,0,4198.088789058386
a1,1,4,0,4198.088789058386
a2,-1,10,0,4199.33832753812
a1,1,8,1,4200.088789058386
a2,1,8,0,4200.33832753812
a3,1,1,1,4202.224369547207
a3,1,1,0,4203.224369547207
a0,1,4,0,4204.53948880603
a2,1,10,1,4205.33832753812
a2,1,18,1,4205.33832753812
a2,1,11,1,4205.33832753812
a2,1,16,1,4205.33832753812
a1,1,4,1,4206.53948880603
a1,1,5,1,4207.508735648009
a1,1,5,0,4208.508735648009
a2,-1,2,1,4209.162082777937
a3,1,1,1,4209.224369547207
a3,1,1,0,4210.224369547207
a1,1,8,1,4210.508735648009
a2,1,10,0,4215.33832753812
a3,1,1,1,4216.224369547207
a3,1,1,0,4217.224369547207
a2,1,11,0,4222.33832753812
a3,1,1,1,4223.224369547207
a3,1,1,0,4224.224369547207
a1,1,8,0,4224.508735648009
a2,1,17,1,4226.33832753812
a1,-1,10,0,4226.508735648009
a1,-1,14,1,4229.508735648009
a1,-1,14,1,4229.508735648009
a3,1,1,1,4230.224369547207
a3,1,1,0,4231.224369547207
a2,-1,8,1,4235.53994511409
a3,1,1,1,4237.224369547207
a1,-1,12,1,4237.525293459435
a3,1,1,0,4238.224369547207
a1,-1,12,0,4242.525293459435
a3,1,1,1,4244.224369547207
a3,1,1,0,4245.224369547207
a2,-1,1,1,4245.257001702912
a1,-1,14,1,4246.525293459435
a1,-1,14,1,4246.525293459435
a2,1,16,0,4248.33832753812
a3,1,1,1,4251.224369547207
a2,1,18,1,4251.33832753812
a3,1,1,0,4252.224369547207
a1,-1,14,0,4256.525293459435
a2,1,17,0,4257.33832753812
a3,1,1,1,4258.224369547207
a1,1,4,0,4258.525293459435
a0,-1,14,1,4258.525293459435
a3,1,1,0,4259.224369547207
a0,-1,14,0,4259.525293459435
a2,1,18,1,4261.33832753812
a1,1,8,1,4262.525293459435
a1,1,8,1,4262.525293459435
a2,1,8,1,4263.4147536796
a3,1,1,1,4265.224369547207
a0,-1,15,1,4265.525293459435
a0,-1,18,1,4265.525293459435
a0,-1,18,1,4265.525293459435
a2,-1,0,1,4266.147832492012
a3,1,1,0,4266.224369547207
a2,1,18,0,4267.33832753812
a2,-1,0,0,4270.33832753812
a0,-1,15,0,4271.525293459435
a3,1,1,1,4272.224369547207
a2,-1,1,1,4272.33832753812
a3,1,1,0,4273.224369547207
a2,-1,1,0,4278.33832753812
a3,1,1,1,4279.224369547207
a3,1,1,0,4280.224369547207
a1,1,8,0,4280.525293459435
a2,-1,10,1,4281.33832753812
a2,1,8,1,4282.525293459435
a0,1,0,1,4285.478745485697
a3,1,1,1,4286.224369547207
a0,-1,18,0,4286.525293459435
a3,1,1,0,4287.224369547207
a2,-1,2,0,4287.33832753812
a2,-1,7,1,4288.33832753812
a0,1,0,0,4289.525293459435
a0,1,3,1,4291.525293459435
a3,1,1,1,4293.224369547207
a3,1,1,0,4294.224369547207
a0,1,3,1,4300.099845950011
