,Location,NumFloor,Elevator Amount,Waiting_Time,Journey_Time
125,研究大樓,18,5,146.07258137937225,224.10810274481034
126,研究大樓,18,5,158.36327552793702,230.55499612963337
127,研究大樓,18,5,151.47831928834248,220.06669397707245
128,研究大樓,18,5,130.05077379583636,202.90473574878465
129,研究大樓,18,5,147.7877600497443,224.04111967773474
130,研究大樓,18,5,139.35846014762205,211.75992620987017
131,研究大樓,18,5,152.70852673814886,220.57151032353192
132,研究大樓,18,5,133.73142016933505,205.8416468007834
133,研究大樓,18,5,139.07144766515856,212.34400951262543
134,研究大樓,18,5,147.46801006602,216.60310366744926
135,研究大樓,18,5,136.1367344246677,208.75214667415165
136,研究大樓,18,5,122.35825961557279,194.76893128567474
137,研究大樓,18,5,142.5639097624387,211.89077354517744
138,研究大樓,18,5,136.32690919278733,208.04472376502667
139,研究大樓,18,5,146.7431965531954,215.16014378045588
140,研究大樓,18,5,140.32546295793006,210.43507942615776
141,研究大樓,18,5,146.99620627629685,213.87525241959835
142,研究大樓,18,5,154.87499928915972,228.30605101764257
143,研究大樓,18,5,139.33363297414672,211.9315423997292
144,研究大樓,18,5,153.15393511122664,224.846814632699
145,研究大樓,18,5,147.42550544577654,220.34487353143376
146,研究大樓,18,5,149.20754232790682,221.6090739729407
147,研究大樓,18,5,144.58817268128058,219.80378916553866
148,研究大樓,18,5,127.52254856068548,200.40185890551314
149,研究大樓,18,5,150.46733068924567,219.41106920943147
150,研究大樓,18,5,143.76540578730172,213.86471189094902
151,研究大樓,18,5,137.2408158242654,205.94533050734208
152,研究大樓,18,5,160.45139596977972,230.51568360375896
153,研究大樓,18,5,146.24786542780154,216.39788203277564
154,研究大樓,18,5,151.25924302690018,218.5236123685831
155,研究大樓,18,5,144.35212839443912,217.73431662539664
156,研究大樓,18,5,138.7120286851465,203.65798008121564
157,研究大樓,18,5,139.710719454165,214.10544924313922
158,研究大樓,18,5,148.05363773398594,214.68196700222194
159,研究大樓,18,5,136.5892327967991,210.64246891896394
160,研究大樓,18,5,137.4969236307057,210.27447062109025
161,研究大樓,18,5,145.81022838016344,214.70393614965198
162,研究大樓,18,5,141.66687873906392,213.57668699499996
163,研究大樓,18,5,142.05189272176239,211.45976767837416
164,研究大樓,18,5,144.3069542694046,219.29497299554458
165,研究大樓,18,5,142.15830048886795,211.34698952316432
166,研究大樓,18,5,148.90365650636363,223.5018550072142
167,研究大樓,18,5,141.9885455585366,208.6229809138725
168,研究大樓,18,5,124.20072035848558,201.24844265493996
169,研究大樓,18,5,145.65993091400853,217.5906820765645
170,研究大樓,18,5,134.07563223783293,205.15799987232128
171,研究大樓,18,5,124.99398084750845,203.49934312810512
172,研究大樓,18,5,143.35533178274608,216.41856422465318
173,研究大樓,18,5,139.491281477643,213.6743802116233
174,研究大樓,18,5,143.3390994181429,212.69600191711703
175,研究大樓,18,5,131.33357239457447,209.26686321386023
176,研究大樓,18,5,142.064374787591,212.01001316934807
177,研究大樓,18,5,154.7567014748626,229.18387504589668
178,研究大樓,18,5,151.8091982789855,224.58288606344055
179,研究大樓,18,5,170.54090766991777,242.49489336166144
180,研究大樓,18,5,135.97126199351192,192.17760752795309
181,研究大樓,18,5,138.18726413476247,211.98624204259548
182,研究大樓,18,5,158.21592177928144,232.83093182504533
183,研究大樓,18,5,152.91601954665262,227.79115219289662
184,研究大樓,18,5,139.15233404823914,213.0652972352701
185,研究大樓,18,5,152.93351609840667,224.80866718452884
186,研究大樓,18,5,151.18004306829826,224.49907694996074
187,研究大樓,18,5,148.63420380914596,221.5795178233664
188,研究大樓,18,5,139.6954412856586,211.1918980708025
189,研究大樓,18,5,156.12622253428893,228.54314097568988
190,研究大樓,18,5,146.2089035456649,218.29888411391616
191,研究大樓,18,5,146.7431965531954,215.16014378045588
192,研究大樓,18,5,140.32546295793006,210.43507942615776
193,研究大樓,18,5,146.99620627629685,213.87525241959835
194,研究大樓,18,5,154.87499928915972,228.30605101764257
195,研究大樓,18,5,139.33363297414672,211.9315423997292
196,研究大樓,18,5,153.15393511122664,224.846814632699
197,研究大樓,18,5,147.42550544577654,220.34487353143376
198,研究大樓,18,5,149.20754232790682,221.6090739729407
199,研究大樓,18,5,144.58817268128058,219.80378916553866
