,Location,Elevator Amount,Waiting_Time,Journey_Time
0,南棟病床,1,146.51695088393285,198.07292184428624
1,南棟病床,2,103.6585561438003,148.23549842135841
2,南棟病床,3,95.39236998738217,138.84570139139598
3,南棟病床,4,88.90713832292607,131.3285780845044
4,南棟病床,5,88.0407282688605,131.85281166006988
