1,2,3,4,5,6,7,8,9,10,11
0.0,0.19215155615696888,0.07239512855209743,0.17117726657645466,0.05074424898511502,0.05142083897158322,0.07983761840324763,0.09539918809201624,0.12652232746955344,0.10757780784844384,0.04533152909336942
0.041423749616446764,0.0,0.07517643448910709,0.10156489720773243,0.0837680270021479,0.10984964713102179,0.1313286284136238,0.12488493402884321,0.1313286284136238,0.10770174900276158,0.07180116600184105
0.013192121887774062,0.20512820512820512,0.0,0.09903381642512077,0.07004830917874397,0.08881456707543664,0.11835748792270531,0.11947231512448904,0.1111111111111111,0.0966183574879227,0.049238201412114456
0.040667361835245046,0.291970802919708,0.07257559958289886,0.0,0.058185610010427526,0.06923879040667362,0.10761209593326382,0.1013555787278415,0.09384775808133472,0.08842544316996871,0.04504692387904067
0.03788420300214439,0.4374553252323088,0.2930664760543245,0.13652609006433167,0.0,0.012151536812008578,0.016440314510364547,0.015725518227305217,0.013581129378127233,0.012866333095067906,0.01501072194424589
0.02653846153846154,0.5103846153846154,0.23461538461538461,0.12692307692307692,0.015,0.0,0.019230769230769232,0.019230769230769232,0.023846153846153847,0.012307692307692308,0.004615384615384616
0.02877697841726619,0.48381294964028776,0.24130695443645084,0.16217026378896882,0.005995203836930456,0.01498800959232614,0.0,0.01828537170263789,0.01618705035971223,0.010491606714628298,0.005695443645083933
0.04020250148898154,0.4919594997022037,0.24032162001191185,0.14204883859440143,0.004169148302561048,0.013103037522334724,0.011018463371054199,0.0,0.02084574151280524,0.017272185824895772,0.01042287075640262
0.0365296803652968,0.4894977168949772,0.25235920852359206,0.13789954337899543,0.005479452054794521,0.0106544901065449,0.0182648401826484,0.019482496194824964,0.0,0.01156773211567732,0.00821917808219178
0.04569190600522193,0.5287206266318538,0.22323759791122716,0.13283289817232377,0.0039164490861618795,0.008485639686684074,0.009138381201044387,0.018929503916449087,0.012728459530026109,0.0,0.009138381201044387
0.04768486523842433,0.5369730476848652,0.21423635107118175,0.1299239806496199,0.009675190048375951,0.010366275051831375,0.008984105044920525,0.014512785072563926,0.01520387007601935,0.009675190048375951,0.0
