action,riderNumAfter,floorIndex,direction,time
1,0,5,1,607.1281589174047
2,0,14,1,610.2394612703904
2,0,6,-1,613.5577963037329
2,0,0,1,615.2357760010678
1,1,11,-1,617.3702048975601
1,0,11,1,617.3702048975601
1,1,17,-1,619.5925752401114
1,0,17,1,619.5925752401114
2,0,5,-1,620.5577963037329
1,5,4,-1,629.5577963037329
2,0,18,-1,630.2394612703904
1,1,4,1,635.2357760010678
2,0,4,1,637.2357760010678
2,0,17,-1,637.2394612703904
1,1,15,-1,640.6115389852015
1,0,15,1,640.6115389852015
2,0,4,-1,644.2357760010678
2,0,15,-1,650.6115389852015
2,0,3,-1,654.2357760010678
1,3,8,1,656.2357760010678
2,0,1,-1,668.2357760010678
1,1,11,1,669.6115389852015
2,0,11,-1,670.6115389852015
2,0,11,1,672.6115389852015
1,0,10,-1,675.3873838290674
1,1,10,1,675.3873838290674
2,0,12,1,679.6115389852015
1,0,4,-1,683.0996345312997
1,1,4,1,683.0996345312997
1,2,8,-1,686.6115389852015
1,1,17,-1,687.7670364139327
1,0,17,1,687.7670364139327
2,0,8,1,690.6115389852015
2,0,8,-1,690.6115389852015
1,1,10,-1,693.8575835229176
1,1,10,1,693.8575835229176
1,0,3,-1,699.4304175583803
1,1,3,1,699.4304175583803
2,0,10,1,704.6115389852015
2,0,3,1,710.4304175583803
1,1,4,-1,710.6115389852015
2,0,4,1,711.6115389852015
2,0,11,1,712.6115389852015
1,1,11,1,712.6115389852015
1,1,4,1,718.4304175583803
2,0,11,1,719.6115389852015
1,1,4,-1,724.9063865819462
1,2,4,1,724.9063865819462
2,0,12,1,726.6115389852015
2,0,4,-1,727.9063865819462
1,1,8,1,731.6115389852015
2,0,15,1,732.6115389852015
2,0,3,-1,735.9063865819462
1,0,6,-1,747.3252456201596
1,3,6,1,747.3252456201596
2,0,4,1,752.6115389852015
1,0,7,-1,758.6742236502223
1,1,7,1,758.6742236502223
1,2,12,-1,759.4427134606995
1,0,12,1,759.4427134606995
2,0,12,-1,763.4427134606995
2,0,6,1,769.6115389852015
1,2,11,-1,771.4427134606995
2,0,7,1,779.6115389852015
2,0,11,-1,782.4427134606995
1,5,8,1,787.6115389852015
2,0,10,-1,789.4427134606995
1,3,8,-1,800.4427134606995
2,0,8,-1,805.4427134606995
1,2,4,-1,826.4427134606995
1,0,1,-1,826.5389582307764
1,1,1,1,826.5389582307764
2,1,1,1,827.5389582307764
2,0,4,-1,833.4427134606995
2,1,1,1,834.5389582307764
1,0,4,-1,838.5952354278144
1,1,4,1,838.5952354278144
2,1,1,1,841.5389582307764
2,0,4,1,841.5952354278144
2,0,3,-1,843.4427134606995
2,1,1,1,848.5389582307764
2,1,1,1,855.5389582307764
1,6,8,1,860.5952354278144
2,1,1,1,862.5389582307764
2,1,1,1,869.5389582307764
2,0,8,1,872.5952354278144
1,1,15,-1,873.5005675706369
1,0,15,1,873.5005675706369
1,1,11,-1,875.1699493969127
1,0,11,1,875.1699493969127
2,1,1,1,876.5389582307764
2,1,1,1,883.5389582307764
2,0,10,1,884.5952354278144
2,1,1,1,890.5389582307764
1,1,8,-1,895.0637993062678
1,0,8,1,895.0637993062678
1,1,5,-1,895.1282395285103
1,0,5,1,895.1282395285103
2,1,1,1,897.5389582307764
1,0,0,-1,897.8457791350069
1,1,0,1,897.8457791350069
2,0,8,-1,898.0637993062678
1,1,17,-1,901.5325595400225
1,1,17,1,901.5325595400225
1,1,9,-1,904.4556605597274
1,0,9,1,904.4556605597274
2,1,1,1,904.5389582307764
2,0,14,1,904.5952354278144
2,1,1,1,911.5389582307764
2,0,0,1,911.8457791350069
2,0,16,1,916.5952354278144
1,1,4,-1,918.0637993062678
2,1,1,1,918.5389582307764
2,1,1,1,925.5389582307764
2,0,17,1,925.5952354278144
1,1,8,-1,928.956499639222
1,0,8,1,928.956499639222
1,1,4,1,931.8457791350069
2,1,1,1,932.5389582307764
2,0,4,-1,933.8457791350069
2,0,4,1,933.8457791350069
2,1,1,1,939.5389582307764
2,0,3,-1,941.8457791350069
2,0,17,-1,943.5952354278144
2,0,6,1,945.8457791350069
2,1,1,1,946.5389582307764
1,0,4,-1,952.0123487602193
1,1,4,1,952.0123487602193
2,1,1,1,953.5389582307764
2,0,8,-1,957.8457791350069
2,1,1,1,960.5389582307764
1,1,12,-1,963.4544947855537
1,0,12,1,963.4544947855537
2,0,7,-1,965.8457791350069
2,1,1,1,967.5389582307764
1,1,5,-1,967.9662133571112
1,1,5,1,967.9662133571112
2,0,12,1,968.4544947855537
2,0,12,-1,969.4544947855537
1,1,1,-1,969.9055433943222
1,1,1,1,969.9055433943222
2,0,11,-1,970.5952354278144
1,1,13,-1,974.0307048546521
1,0,13,1,974.0307048546521
2,1,1,1,974.5389582307764
1,1,11,1,977.4544947855537
2,0,5,-1,978.9662133571112
2,0,1,-1,979.9055433943222
2,1,1,1,981.5389582307764
1,2,8,-1,985.5952354278144
1,0,4,-1,986.6376551488286
1,2,4,1,986.6376551488286
1,1,4,-1,986.9662133571112
2,0,13,1,987.4544947855537
2,1,1,1,988.5389582307764
2,0,13,-1,989.4544947855537
2,0,4,1,989.9662133571112
2,1,1,1,995.5389582307764
1,0,1,-1,996.5578588048112
1,2,1,1,996.5578588048112
2,2,1,1,997.5578588048112
2,0,11,1,1000.5952354278144
1,1,11,-1,1001.4544947855537
2,2,1,1,1002.5389582307764
2,2,1,1,1004.5578588048112
2,0,4,-1,1004.9662133571112
1,1,9,-1,1007.0495351808088
1,1,9,1,1007.0495351808088
2,2,1,1,1009.5389582307764
1,2,8,1,1009.9662133571112
2,2,1,1,1011.5578588048112
2,2,1,1,1016.5389582307764
2,2,1,1,1018.5578588048112
2,2,1,1,1023.5389582307764
2,2,1,1,1025.557858804811
2,0,17,1,1028.5952354278143
2,2,1,1,1030.5389582307764
2,2,1,1,1032.557858804811
2,2,1,1,1037.5389582307764
1,2,9,-1,1039.2765530542715
1,1,9,1,1039.2765530542715
2,2,1,1,1039.557858804811
2,2,1,1,1044.5389582307764
2,2,1,1,1046.557858804811
1,0,16,-1,1048.0003735500177
1,1,16,1,1048.0003735500177
2,2,1,1,1053.557858804811
2,0,1,1,1058.5389582307764
2,0,9,-1,1064.5952354278143
2,0,3,1,1069.5389582307764
1,3,8,-1,1074.5952354278143
2,0,8,-1,1080.5952354278143
2,0,7,-1,1088.5952354278143
1,1,4,-1,1105.5952354278143
2,0,4,-1,1108.5952354278143
2,0,16,1,1110.5952354278143
1,2,11,-1,1115.927832204026
1,0,11,1,1115.927832204026
2,0,3,-1,1116.5952354278143
1,1,14,-1,1119.142687402768
1,0,14,1,1119.142687402768
1,0,4,-1,1122.9731669928613
1,1,4,1,1122.9731669928613
2,0,4,1,1124.9731669928613
2,1,14,-1,1132.142687402768
1,0,3,-1,1132.202740440651
1,1,3,1,1132.202740440651
2,0,3,1,1134.202740440651
2,1,14,-1,1139.142687402768
1,1,4,1,1142.202740440651
2,1,14,-1,1146.142687402768
2,0,11,-1,1155.5952354278143
1,0,10,-1,1158.092345929484
1,1,10,1,1158.092345929484
1,2,8,-1,1170.5952354278143
2,0,8,-1,1175.5952354278143
1,0,7,-1,1179.0556867810535
1,1,7,1,1179.0556867810535
2,0,10,1,1182.5952354278143
1,1,4,-1,1196.5952354278143
2,0,4,-1,1199.5952354278143
1,1,7,-1,1205.259763850109
1,1,7,1,1205.259763850109
2,0,3,-1,1207.5952354278143
1,1,17,-1,1210.5461093992433
1,0,17,1,1210.5461093992433
2,0,7,1,1211.5952354278143
1,0,6,-1,1214.8088937104258
1,1,6,1,1214.8088937104258
1,1,16,-1,1214.8561593963861
1,0,16,1,1214.8561593963861
1,3,8,1,1218.5952354278143
2,0,17,-1,1225.5952354278143
2,0,7,-1,1226.5952354278143
1,1,3,-1,1226.7375097041702
1,0,3,1,1226.7375097041702
2,0,3,-1,1229.7375097041702
1,1,4,-1,1231.3374515075957
1,1,4,1,1231.3374515075957
2,0,16,-1,1233.5952354278143
2,0,1,-1,1240.7375097041702
1,2,4,-1,1241.5952354278143
1,1,18,-1,1242.2939702713675
1,0,18,1,1242.2939702713675
2,0,6,1,1253.5952354278143
1,1,10,-1,1255.0342787515729
1,0,10,1,1255.0342787515729
1,1,17,-1,1255.6156921843549
1,0,17,1,1255.6156921843549
1,1,12,-1,1255.7253682786459
1,0,12,1,1255.7253682786459
2,0,4,-1,1257.7375097041702
2,0,10,-1,1261.0342787515729
1,4,8,1,1264.5952354278143
2,0,12,-1,1266.7253682786459
2,0,9,-1,1269.0342787515729
2,0,1,-1,1272.7375097041702
1,1,11,-1,1273.7253682786459
1,1,8,-1,1278.0342787515729
1,0,0,-1,1278.3049104099318
1,1,0,1,1278.3049104099318
1,0,8,-1,1279.2879547718203
1,4,8,1,1279.2879547718203
1,1,8,-1,1279.8247971579412
1,4,8,1,1279.8247971579412
2,0,8,-1,1282.0342787515729
1,1,12,-1,1282.5008869187172
1,0,12,1,1282.5008869187172
1,1,13,-1,1285.2073096972279
1,0,13,1,1285.2073096972279
2,0,8,1,1287.0342787515729
2,0,7,-1,1289.0342787515729
1,0,8,-1,1293.6686843560915
1,1,8,1,1293.6686843560915
2,0,13,1,1294.2073096972279
2,0,13,-1,1295.2073096972279
1,0,8,-1,1300.857784137544
1,2,8,1,1300.857784137544
2,0,5,-1,1301.0342787515729
2,0,11,1,1303.0342787515729
1,3,11,1,1303.0342787515729
2,0,12,-1,1303.2073096972279
1,0,4,-1,1309.4874508241908
1,2,4,1,1309.4874508241908
1,3,11,-1,1311.2073096972279
2,0,4,1,1317.4874508241908
2,0,14,1,1321.0342787515729
1,0,1,-1,1324.577426586744
1,1,1,1,1324.577426586744
1,1,8,-1,1325.5091598679383
1,2,8,1,1325.5091598679383
2,1,1,1,1325.577426586744
1,0,0,-1,1325.93982139218
1,2,0,1,1325.93982139218
2,0,0,1,1329.93982139218
2,1,1,1,1332.577426586744
1,4,8,1,1337.4874508241908
2,0,8,-1,1339.4874508241908
2,1,1,1,1339.577426586744
2,0,18,-1,1340.0342787515729
1,2,14,-1,1345.1829346592817
1,0,14,1,1345.1829346592817
2,1,1,1,1346.577426586744
2,0,17,-1,1348.0342787515729
1,2,4,1,1349.93982139218
1,0,3,-1,1353.2688842828718
1,1,3,1,1353.2688842828718
2,1,1,1,1353.577426586744
2,0,3,-1,1358.2688842828718
1,1,4,-1,1358.4874508241908
1,0,9,-1,1358.7841174824814
1,2,9,1,1358.7841174824814
2,0,3,1,1360.2688842828718
2,0,4,1,1361.4874508241908
1,1,10,-1,1362.4284093787262
1,0,10,1,1362.4284093787262
1,1,4,1,1367.2688842828718
1,1,11,-1,1377.0669655811448
1,3,11,1,1377.0669655811448
1,1,5,-1,1377.3144810274682
1,1,5,1,1377.3144810274682
2,0,11,-1,1379.0342787515729
1,6,8,1,1380.4874508241908
2,0,10,-1,1386.0342787515729
1,1,8,-1,1387.5920393873464
1,6,8,1,1387.5920393873464
2,0,5,-1,1396.4874508241908
1,8,8,-1,1398.0342787515729
1,2,4,-1,1403.4874508241908
1,1,12,-1,1405.020102159227
1,0,12,1,1405.020102159227
2,0,4,1,1405.4874508241908
2,0,4,-1,1408.4874508241908
2,0,8,1,1409.0342787515729
2,0,12,1,1410.020102159227
2,0,12,-1,1411.020102159227
1,4,11,1,1418.020102159227
1,0,5,-1,1418.928834176546
1,2,5,1,1418.928834176546
2,0,9,1,1420.0342787515729
2,1,11,1,1425.020102159227
2,0,1,-1,1425.4874508241908
1,1,8,1,1425.4874508241908
1,1,18,-1,1429.9659185308296
1,0,18,1,1429.9659185308296
1,0,0,-1,1430.7000943079374
1,1,0,1,1430.7000943079374
2,0,12,1,1434.020102159227
1,1,11,1,1434.0342787515729
2,1,11,1,1436.0342787515729
2,0,0,1,1436.7000943079374
2,0,8,-1,1437.4874508241908
2,0,13,1,1442.020102159227
2,0,6,-1,1448.4874508241908
1,0,10,-1,1449.236698886698
1,1,10,1,1449.236698886698
2,0,11,1,1452.0342787515729
2,0,15,1,1456.0342787515729
2,0,12,1,1460.0342787515729
1,1,8,-1,1460.1049538478974
1,1,8,1,1460.1049538478974
1,3,4,-1,1464.4874508241908
2,0,17,1,1468.0342787515729
2,0,4,-1,1470.4874508241908
1,0,4,-1,1473.2239450635477
1,1,4,1,1473.2239450635477
2,0,5,1,1473.4874508241908
1,2,8,-1,1476.8809874064705
1,1,8,1,1476.8809874064705
2,0,3,-1,1479.4874508241908
1,1,13,-1,1482.3436377815262
1,0,13,1,1482.3436377815262
1,0,11,-1,1486.8093218182914
1,1,11,1,1486.8093218182914
1,1,11,-1,1487.0867008217085
1,1,11,1,1487.0867008217085
2,0,13,1,1487.3436377815262
2,0,13,-1,1489.3436377815262
1,3,8,1,1489.4874508241908
1,1,10,-1,1493.4618088209127
1,1,10,1,1493.4618088209127
2,0,8,-1,1493.4874508241908
1,2,11,-1,1501.3436377815262
2,0,6,-1,1504.4874508241908
2,0,11,-1,1511.0867008217085
1,1,4,-1,1516.4874508241908
2,0,10,-1,1518.0867008217085
1,3,8,-1,1529.0867008217085
1,3,14,-1,1532.172484054468
1,0,14,1,1532.172484054468
2,0,8,1,1533.0867008217085
2,0,4,-1,1534.4874508241908
2,3,14,-1,1545.172484054468
2,0,10,1,1547.0867008217085
2,0,8,-1,1549.0867008217085
2,3,14,-1,1552.172484054468
1,1,11,1,1555.0867008217085
2,1,11,1,1557.0867008217085
1,1,12,-1,1558.865384293631
1,0,12,1,1558.865384293631
2,0,6,-1,1561.0867008217085
2,0,5,-1,1568.0867008217085
2,0,12,-1,1568.865384293631
1,1,11,-1,1576.865384293631
2,0,15,1,1577.0867008217085
2,0,11,1,1577.865384293631
2,0,12,1,1584.865384293631
2,0,17,1,1589.0867008217085
1,0,3,-1,1589.5128331200983
1,1,3,1,1589.5128331200983
1,0,6,-1,1598.3164209581478
1,1,6,1,1598.3164209581478
1,1,8,-1,1602.1536030390143
1,0,8,1,1602.1536030390143
2,0,3,1,1603.5128331200983
1,1,5,-1,1607.9010065610073
1,0,5,1,1607.9010065610073
2,0,6,1,1608.3164209581478
1,1,17,-1,1611.5147985189344
1,0,17,1,1611.5147985189344
2,0,14,-1,1618.0867008217085
2,0,8,-1,1620.3164209581478
1,0,4,-1,1626.0001650006839
1,2,4,1,1626.0001650006839
1,0,8,-1,1628.030047231113
1,1,8,1,1628.030047231113
2,0,9,-1,1641.0867008217085
2,0,4,1,1641.3164209581478
1,2,8,-1,1648.0867008217085
2,0,8,1,1649.0867008217085
1,2,8,1,1661.3164209581478
1,1,15,-1,1662.6098797065902
1,1,15,1,1662.6098797065902
1,0,9,-1,1662.6832711142613
1,1,9,1,1662.6832711142613
2,0,8,-1,1663.3164209581478
1,1,16,-1,1663.7666003608945
1,0,16,1,1663.7666003608945
1,1,9,-1,1668.7860808331316
1,1,9,1,1668.7860808331316
1,0,7,-1,1673.96822592944
1,1,7,1,1673.96822592944
1,2,18,-1,1683.0939393772076
1,0,18,1,1683.0939393772076
1,2,4,-1,1683.3164209581478
2,0,4,-1,1687.3164209581478
2,0,17,1,1688.0867008217085
2,0,3,-1,1695.3164209581478
1,1,17,-1,1697.6466606050055
1,1,17,1,1697.6466606050055
2,0,18,-1,1698.0867008217085
2,0,7,1,1698.3164209581478
2,0,17,-1,1705.0867008217085
1,1,4,-1,1705.802457150306
1,0,4,1,1705.802457150306
1,3,8,1,1706.3164209581478
2,0,4,-1,1711.802457150306
2,0,16,-1,1712.0867008217085
1,0,3,-1,1718.0070794614337
1,1,3,1,1718.0070794614337
2,0,3,-1,1718.802457150306
1,0,4,-1,1718.9242090585763
1,1,4,1,1718.9242090585763
2,0,15,-1,1719.0867008217085
1,1,18,-1,1724.2376411299715
1,0,18,1,1724.2376411299715
1,0,0,-1,1732.362606224366
1,1,0,1,1732.362606224366
2,0,4,1,1736.9242090585763
1,1,11,1,1738.0867008217085
2,0,11,-1,1740.0867008217085
1,0,7,-1,1742.694915706399
1,1,7,1,1742.694915706399
1,1,10,-1,1743.8292421128276
1,0,10,1,1743.8292421128276
2,0,11,1,1745.0867008217085
2,0,0,1,1747.362606224366
2,0,10,-1,1749.8292421128276
1,1,14,-1,1750.0289297525974
1,0,14,1,1750.0289297525974
2,0,7,1,1752.694915706399
1,1,3,-1,1755.2924711141086
1,1,3,1,1755.2924711141086
1,1,7,-1,1756.807470973085
1,0,7,1,1756.807470973085
2,0,13,1,1757.0867008217085
2,0,9,-1,1757.8292421128276
1,5,8,1,1760.694915706399
2,1,14,-1,1763.0867008217085
1,1,16,-1,1763.2158073360565
1,0,16,1,1763.2158073360565
1,7,8,-1,1765.8292421128276
2,0,7,-1,1767.694915706399
2,1,14,-1,1770.0867008217085
2,0,8,1,1771.8292421128276
1,0,4,-1,1773.4832175170513
1,1,4,1,1773.4832175170513
2,0,3,-1,1775.362606224366
2,1,14,-1,1777.0867008217085
1,2,14,-1,1777.3955604850191
1,0,14,1,1777.3955604850191
2,2,14,-1,1778.3955604850191
2,0,9,1,1779.8292421128276
1,1,4,-1,1783.694915706399
2,2,14,-1,1784.0867008217085
2,0,4,1,1784.694915706399
2,2,14,-1,1785.3955604850191
2,0,10,1,1787.8292421128276
1,1,16,-1,1790.6297575329938
1,1,16,1,1790.6297575329938
2,2,14,-1,1791.0867008217085
2,2,14,-1,1792.3955604850191
2,0,11,1,1795.8292421128276
1,1,11,1,1795.8292421128276
1,7,8,-1,1799.7915402157296
1,1,8,1,1799.7915402157296
1,2,8,1,1804.694915706399
1,1,7,-1,1806.5129769426103
1,0,7,1,1806.5129769426103
1,1,17,-1,1806.7279190662603
1,1,17,1,1806.7279190662603
1,1,13,-1,1809.017718919632
1,0,13,1,1809.017718919632
2,0,11,1,1809.8292421128276
2,0,4,-1,1810.362606224366
2,0,14,1,1812.8292421128276
2,0,8,-1,1814.694915706399
1,1,12,-1,1816.366549536377
1,0,12,1,1816.366549536377
2,0,12,1,1817.8292421128276
1,0,4,-1,1824.0440847414309
1,1,4,1,1824.0440847414309
1,1,16,-1,1824.3581953694838
1,2,16,1,1824.3581953694838
2,0,7,-1,1825.694915706399
2,0,1,-1,1826.362606224366
2,0,16,1,1827.8292421128276
2,0,17,1,1837.8292421128276
1,4,4,-1,1843.694915706399
2,0,18,-1,1847.8292421128276
1,1,1,-1,1847.977877807246
1,1,1,1,1847.977877807246
2,0,17,-1,1854.8292421128276
2,0,16,-1,1861.8292421128276
2,0,4,-1,1864.694915706399
2,0,15,-1,1869.8292421128276
2,0,3,-1,1873.694915706399
1,1,1,-1,1877.4905067977675
1,2,1,1,1877.4905067977675
2,0,14,-1,1879.8292421128276
1,1,12,-1,1879.9429898791336
1,1,12,1,1879.9429898791336
2,0,12,-1,1881.9429898791336
2,0,1,-1,1885.694915706399
1,1,11,1,1888.9429898791336
2,1,11,1,1889.9429898791336
2,1,11,1,1896.9429898791336
1,1,7,-1,1897.1842210517216
1,0,7,1,1897.1842210517216
2,0,10,-1,1899.8292421128276
2,1,11,1,1903.9429898791336
1,0,0,-1,1907.1864872345718
1,1,0,1,1907.1864872345718
2,0,7,1,1910.1842210517216
2,0,0,1,1910.1864872345718
1,3,8,-1,1910.8292421128276
2,1,11,1,1910.9429898791336
2,0,7,-1,1911.1842210517216
1,3,8,-1,1911.4657252713037
1,2,8,1,1911.4657252713037
1,0,14,-1,1914.235768966948
1,1,14,1,1914.235768966948
2,0,8,1,1915.8292421128276
2,1,11,1,1917.9429898791336
1,4,8,-1,1918.3435896126855
1,0,8,1,1918.3435896126855
1,1,14,-1,1919.0465373969073
1,1,14,1,1919.0465373969073
2,0,9,1,1923.8292421128276
1,1,4,-1,1926.1842210517216
1,2,4,1,1929.1864872345718
2,0,4,-1,1930.1864872345718
1,2,13,-1,1931.3029482553
1,0,13,1,1931.3029482553
2,1,14,-1,1932.0465373969073
2,0,4,1,1933.1864872345718
1,1,1,-1,1934.5860046348535
1,2,1,1,1934.5860046348535
2,1,14,-1,1939.0465373969073
1,5,8,-1,1940.895055445002
1,0,8,1,1940.895055445002
1,0,0,-1,1944.7508926132948
