elevIndex,direction,floorIndex,latterStatus,time
a0,1,3,1,804.8258372350318
a2,-1,8,1,805.4559840874356
a1,-1,14,0,806.1281589174047
a2,-1,1,0,811.4559840874356
a0,-1,14,1,813.1281589174047
a2,-1,8,1,818.4559840874356
a2,-1,8,1,818.4559840874356
a2,-1,4,1,818.4559840874356
a2,-1,8,1,818.4559840874356
a0,1,3,0,818.8258372350318
a0,1,4,1,821.8258372350318
a1,1,7,0,827.1281589174047
a1,-1,11,0,827.1281589174047
a0,1,4,0,827.8258372350318
a1,-1,12,1,828.1281589174047
a0,-1,14,0,828.8258372350318
a1,1,8,1,829.4685326167685
a2,-1,4,0,832.4559840874356
a0,-1,15,1,832.8258372350318
a0,-1,15,1,832.8258372350318
a1,-1,12,0,834.1281589174047
a0,-1,15,0,838.8258372350318
a1,1,4,1,841.5892387946271
a1,1,8,0,846.1281589174047
a1,1,10,1,847.1281589174047
a2,-1,8,0,851.4559840874356
a2,1,10,0,854.4559840874356
a1,-1,8,1,854.4559840874356
a1,1,10,0,857.1281589174047
a1,-1,8,0,859.1281589174047
a1,-1,9,1,865.1281589174047
a1,-1,14,1,865.1281589174047
a1,-1,11,1,865.1281589174047
a2,1,11,1,869.4559840874356
a2,1,13,1,869.4559840874356
a2,1,17,1,869.4559840874356
a2,1,15,1,869.4559840874356
a2,1,17,1,869.4559840874356
a2,1,17,1,869.4559840874356
a2,1,11,1,869.4559840874356
a2,1,12,1,869.4559840874356
a2,1,12,1,869.4559840874356
a1,-1,9,0,871.1281589174047
a1,-1,14,1,874.1281589174047
a2,1,11,0,875.4559840874356
a0,1,1,1,876.2494273832202
a1,-1,11,0,884.1281589174047
a2,1,12,0,884.4559840874356
a0,-1,17,0,885.2494273832202
a0,1,1,0,885.2494273832202
a0,1,4,1,886.2494273832202
a2,1,13,0,892.4559840874356
a1,-1,14,0,899.1281589174047
a0,1,4,0,900.2494273832202
a2,-1,1,1,901.5325595400226
a1,1,4,0,902.1281589174047
a2,1,15,0,903.4559840874356
a1,1,10,1,908.1281589174047
a1,1,10,1,908.1281589174047
a1,1,9,1,908.1281589174047
a0,1,3,1,913.4677026034719
a2,1,17,0,914.4559840874356
a0,-1,15,0,918.4677026034719
a0,1,3,0,918.4677026034719
a0,1,4,1,919.4677026034719
a2,1,18,1,921.4559840874356
a0,1,4,0,925.4677026034719
a1,1,4,1,926.4677026034719
a2,1,18,0,927.4559840874356
a1,1,4,1,928.5107193820106
a1,1,9,0,930.1281589174047
a2,-1,1,0,934.4559840874356
a2,-1,8,1,935.4559840874356
a1,1,10,0,938.1281589174047
a2,1,10,1,939.1281589174047
a0,-1,14,1,945.1020617473123
a0,-1,14,0,946.1020617473123
a0,-1,15,1,948.1020617473123
a0,-1,15,0,954.1020617473123
a1,1,6,1,955.8714723914505
a2,-1,4,1,960.4669675030075
a2,1,12,1,963.4544947855537
a1,-1,14,0,965.1281589174047
a1,1,4,0,965.1281589174047
a2,-1,8,0,965.4559840874356
a2,1,10,0,967.4559840874356
a1,1,10,1,968.1281589174047
a1,1,10,1,968.1281589174047
a0,-1,17,1,969.9055433943222
a2,1,11,1,971.4559840874356
a2,1,18,1,971.4559840874356
a2,1,11,0,977.4559840874356
a1,1,6,0,978.1281589174047
a0,-1,17,0,978.9055433943222
a1,1,10,1,980.1281589174047
a0,-1,18,1,980.9055433943222
a2,-1,0,1,982.2391890649703
a2,1,12,0,985.4559840874356
a0,-1,18,0,986.9055433943222
a2,1,18,1,987.4559840874356
a1,1,10,0,998.1281589174047
a2,1,10,1,1001.1281589174047
a2,-1,7,1,1002.235768458786
a1,1,4,1,1005.8889080797076
a2,1,18,0,1013.4559840874356
a2,-1,0,0,1016.4559840874356
a2,-1,8,1,1018.4559840874356
a1,-1,14,0,1030.8889080797076
a1,1,4,0,1030.8889080797076
a0,-1,15,1,1031.537881063714
a1,1,10,1,1031.8889080797076
a2,-1,4,0,1036.4559840874356
a2,-1,8,1,1038.4559840874356
a0,1,3,0,1044.537881063714
a0,-1,15,0,1044.537881063714
a0,-1,17,1,1046.537881063714
a2,1,16,1,1048.0003735500175
a2,-1,7,0,1052.4559840874356
a2,-1,8,1,1054.4559840874356
a0,-1,17,0,1056.537881063714
a1,1,10,0,1057.8889080797076
a2,-1,8,0,1060.4559840874356
a2,1,10,0,1062.4559840874356
a1,1,4,1,1064.0356094545614
a2,1,11,1,1067.4559840874356
a2,1,18,1,1067.4559840874356
a2,1,18,1,1067.4559840874356
a1,-1,8,1,1068.4559840874356
a2,1,11,0,1073.4559840874356
a1,1,7,1,1080.556055508071
a2,-1,1,1,1081.9362534703155
a1,-1,14,0,1089.0356094545614
a1,1,4,0,1089.0356094545614
a1,1,10,1,1091.0356094545614
a2,1,16,0,1096.4559840874356
a2,1,18,1,1097.4559840874356
a1,1,7,0,1105.0356094545614
a2,1,18,0,1107.4559840874356
a1,1,9,1,1108.0356094545614
a1,1,10,1,1108.0356094545614
a1,1,9,0,1118.0356094545614
a2,-1,1,0,1119.4559840874356
a2,-1,8,1,1120.4559840874356
a1,1,10,0,1126.0356094545614
a1,-1,8,0,1127.0356094545614
a2,1,10,1,1127.0356094545614
a0,-1,14,1,1128.8669527203233
a1,-1,10,1,1131.0356094545614
a1,-1,14,1,1131.0356094545614
a1,-1,10,1,1131.0356094545614
a1,-1,10,0,1141.0356094545614
a0,1,4,0,1141.8669527203233
a0,-1,14,0,1141.8669527203233
a0,-1,18,1,1143.8669527203233
a1,-1,14,1,1145.0356094545614
a2,-1,8,0,1150.4559840874356
a2,1,10,0,1151.4559840874356
a1,-1,8,1,1151.4559840874356
a0,1,3,1,1153.6999382215859
a2,1,14,1,1154.4559840874356
a2,1,12,1,1154.4559840874356
a0,-1,15,1,1157.8104932087217
a0,-1,18,0,1161.8669527203233
a1,-1,14,0,1163.0356094545614
a2,1,12,0,1164.4559840874356
a0,-1,14,1,1166.0356094545614
a0,1,0,1,1168.8684656474009
a2,1,14,0,1175.4559840874356
a0,1,3,0,1177.8669527203233
a0,1,4,1,1179.8669527203233
a1,1,8,1,1182.559891585082
a0,1,4,0,1185.8669527203233
a1,-1,13,1,1186.3835889793768
a0,-1,14,0,1186.8669527203233
a1,1,8,0,1187.559891585082
a0,-1,15,1,1187.8669527203233
a2,-1,3,1,1188.065154406796
a2,1,15,0,1193.065154406796
a2,-1,3,0,1193.065154406796
a1,1,10,1,1193.559891585082
a1,1,10,1,1193.559891585082
a1,1,10,1,1193.559891585082
a0,-1,15,0,1193.8669527203233
a2,-1,5,1,1195.065154406796
a0,-1,18,1,1196.8669527203233
a2,-1,7,1,1200.9648986403856
a1,1,10,0,1203.559891585082
a2,-1,5,0,1205.065154406796
a1,-1,8,0,1205.559891585082
a1,-1,12,1,1206.559891585082
a0,-1,18,0,1210.8669527203233
a0,1,0,0,1211.8669527203233
a2,-1,2,1,1214.8561593963861
a0,1,4,1,1215.8669527203233
a0,1,4,1,1215.8669527203233
a2,-1,7,0,1216.065154406796
a2,-1,8,1,1217.065154406796
a2,-1,6,1,1218.4732598562557
a2,-1,8,0,1223.065154406796
a1,-1,12,0,1224.559891585082
a0,1,1,1,1227.7895221200326
a1,-1,13,0,1232.559891585082
a0,1,4,0,1233.8669527203233
a1,-1,14,1,1234.559891585082
a1,1,4,1,1235.8669527203233
a1,-1,14,0,1240.559891585082
a1,1,4,0,1242.559891585082
a0,-1,14,1,1242.559891585082
a1,1,10,1,1247.559891585082
a1,1,10,1,1247.559891585082
a1,1,9,1,1247.559891585082
a1,-1,8,1,1249.4549102103356
a0,-1,17,0,1249.8669527203233
a0,1,1,0,1249.8669527203233
a2,1,16,0,1251.065154406796
a2,-1,2,0,1251.065154406796
a0,1,3,1,1251.8669527203233
a2,-1,8,1,1253.065154406796
a0,-1,14,1,1258.4036850595805
a0,1,3,0,1261.8669527203233
a1,1,9,0,1269.559891585082
a0,1,4,0,1269.8669527203233
a0,-1,14,0,1269.8669527203233
a0,-1,15,1,1270.8669527203233
a2,-1,6,0,1271.065154406796
a2,-1,8,1,1273.065154406796
a1,1,10,0,1276.559891585082
a0,-1,15,0,1276.8669527203233
a1,-1,8,0,1277.559891585082
a2,1,10,1,1277.559891585082
a1,-1,14,1,1279.559891585082
a1,-1,10,1,1279.559891585082
a2,-1,8,0,1283.065154406796
a2,1,10,0,1285.065154406796
a1,-1,8,1,1285.065154406796
a1,1,5,1,1288.5374253933342
a0,1,1,1,1288.8613966552664
a1,-1,10,0,1289.559891585082
a0,1,3,1,1293.1020949437439
a2,1,13,1,1294.065154406796
a2,1,18,1,1294.065154406796
a2,1,13,1,1294.065154406796
a2,1,11,1,1294.065154406796
a2,1,12,1,1294.065154406796
a2,1,12,1,1294.065154406796
a0,-1,17,0,1297.8613966552664
a0,1,1,0,1297.8613966552664
a0,1,4,1,1299.8613966552664
a2,1,11,0,1300.065154406796
a1,1,8,1,1300.9765041032256
a2,1,12,0,1308.065154406796
a1,-1,14,0,1309.559891585082
a0,1,3,0,1309.8613966552664
a0,1,4,1,1310.8613966552664
a2,1,14,1,1312.065154406796
a0,1,4,0,1316.8613966552664
a1,1,5,0,1317.559891585082
a2,1,13,0,1318.065154406796
a1,1,10,1,1320.559891585082
a1,1,9,1,1320.559891585082
a2,1,14,0,1328.065154406796
a1,1,8,0,1334.559891585082
a1,1,10,1,1338.559891585082
a1,1,10,1,1338.559891585082
a1,-1,9,1,1339.8795141471724
a1,1,9,0,1344.559891585082
a2,1,18,0,1347.065154406796
a1,1,10,0,1352.559891585082
a0,-1,17,1,1353.2759763145662
a1,-1,8,0,1353.559891585082
a2,1,10,1,1353.559891585082
a1,-1,14,1,1355.559891585082
a1,-1,14,1,1355.559891585082
a1,-1,9,0,1361.559891585082
a1,-1,14,1,1364.559891585082
a1,-1,14,1,1364.559891585082
a0,-1,17,0,1366.2759763145662
a0,-1,18,1,1367.2759763145662
a1,1,8,1,1367.7586000187387
a0,-1,18,0,1373.2759763145662
a1,-1,10,1,1381.8489931334316
a2,-1,8,0,1386.559891585082
a1,-1,14,0,1386.559891585082
a2,1,10,0,1386.559891585082
a0,-1,14,1,1387.559891585082
a1,1,7,1,1390.972033866492
a2,1,15,1,1391.559891585082
a2,1,15,1,1391.559891585082
a2,1,14,1,1391.559891585082
a2,-1,4,1,1403.464065899588
a1,1,7,0,1403.972033866492
a0,1,4,0,1404.559891585082
a0,-1,14,0,1404.559891585082
a1,1,10,1,1404.972033866492
a2,1,12,1,1407.1028995657632
a2,1,14,0,1409.559891585082
a0,-1,17,1,1409.559891585082
a0,-1,15,1,1409.559891585082
a0,-1,18,1,1409.559891585082
a0,-1,15,1,1409.559891585082
a1,1,8,0,1410.972033866492
a1,1,10,1,1412.972033866492
a1,1,10,1,1412.972033866492
a0,-1,15,0,1415.559891585082
a2,1,15,0,1416.559891585082
a1,1,10,0,1422.972033866492
a2,1,10,1,1424.972033866492
a2,-1,4,0,1426.559891585082
a0,-1,17,0,1429.559891585082
a2,-1,8,1,1430.559891585082
a2,-1,8,1,1430.559891585082
a1,-1,10,0,1434.972033866492
a1,-1,14,1,1436.972033866492
a0,-1,18,0,1437.559891585082
a2,-1,6,1,1438.3444775162668
a2,-1,6,0,1443.3444775162668
a2,-1,8,1,1444.3444775162668
a0,-1,15,1,1448.459035591788
a2,-1,8,0,1454.3444775162668
a1,-1,14,0,1454.972033866492
a2,1,10,0,1455.3444775162668
a0,-1,14,1,1456.972033866492
a2,1,14,1,1460.3444775162668
a2,1,17,1,1460.3444775162668
a2,1,14,1,1460.3444775162668
a0,1,4,0,1465.972033866492
a0,-1,14,0,1465.972033866492
a0,-1,18,1,1466.972033866492
a2,1,12,0,1470.3444775162668
a2,1,14,1,1471.3444775162668
a0,-1,15,0,1472.972033866492
a0,-1,18,1,1474.972033866492
a1,1,7,1,1477.6713141939554
a2,1,14,0,1481.3444775162668
a0,1,3,1,1482.3133897601597
a0,-1,18,0,1488.972033866492
a1,1,7,0,1490.6713141939554
a1,1,10,1,1491.6713141939554
a2,-1,3,1,1496.7075032875327
a1,1,6,1,1498.8575921148854
a2,1,17,0,1500.3444775162668
a1,1,10,0,1505.6713141939554
a0,1,3,0,1505.972033866492
a2,1,10,1,1506.6713141939554
a0,1,4,1,1506.972033866492
a2,-1,3,0,1512.3444775162668
a0,1,4,0,1512.972033866492
a1,-1,8,1,1513.1284384506234
a1,1,4,1,1513.972033866492
a2,-1,8,1,1514.3444775162668
a1,-1,14,0,1534.972033866492
a1,1,4,0,1534.972033866492
a2,-1,8,0,1536.3444775162668
a2,1,10,0,1538.3444775162668
a2,1,11,1,1539.3444775162668
a1,1,10,1,1540.972033866492
a1,1,10,1,1540.972033866492
a1,1,5,1,1540.972033866492
a1,1,8,1,1540.972033866492
a1,1,8,1,1540.972033866492
a2,1,11,0,1545.3444775162668
a1,1,5,0,1546.972033866492
a1,1,6,0,1553.972033866492
a1,1,10,1,1554.972033866492
a2,-1,2,1,1555.7703888340066
a0,1,0,1,1556.3823129037467
a2,-1,1,1,1557.5857538427058
a1,-1,8,1,1559.6544876239582
a1,1,8,0,1564.972033866492
a0,-1,18,0,1573.3823129037467
a0,1,0,0,1573.3823129037467
a1,1,8,1,1575.1181411156308
a0,1,3,1,1575.3823129037467
a1,1,10,0,1577.972033866492
a1,-1,8,0,1579.972033866492
a2,1,10,1,1579.972033866492
a2,1,17,0,1582.5857538427058
a2,-1,1,0,1582.5857538427058
a2,-1,8,1,1584.5857538427058
a1,-1,11,1,1588.972033866492
a1,-1,14,1,1588.972033866492
a1,-1,14,1,1588.972033866492
a1,-1,14,1,1588.972033866492
a1,-1,14,1,1588.972033866492
a0,1,3,0,1589.3823129037467
a2,-1,2,0,1590.5857538427058
a2,-1,8,1,1592.5857538427058
a1,-1,11,0,1602.972033866492
a2,-1,8,0,1618.5857538427058
a1,-1,14,0,1618.972033866492
a2,1,10,0,1620.5857538427058
a0,1,3,1,1623.6420469611735
a2,1,12,1,1624.5857538427058
a2,1,12,1,1624.5857538427058
a2,1,18,1,1624.5857538427058
a0,1,3,0,1624.6420469611735
a0,1,4,1,1626.6420469611735
a2,-1,0,1,1627.2659121787208
a2,-1,3,1,1630.7183476546597
a0,1,4,0,1632.6420469611735
a2,1,12,0,1634.5857538427058
a1,1,4,1,1634.6420469611735
a1,1,8,0,1641.972033866492
a1,1,10,1,1644.972033866492
a1,1,10,1,1644.972033866492
a0,-1,14,1,1646.0927981479363
a0,-1,14,0,1647.0927981479363
a0,-1,15,1,1649.0927981479363
a0,-1,18,1,1649.0927981479363
a2,1,12,1,1653.228095783838
a1,1,10,0,1654.972033866492
a0,-1,15,0,1655.0927981479363
a2,1,10,1,1655.972033866492
a1,-1,10,1,1657.5992716392584
a2,-1,3,1,1662.6098797065902
a1,-1,13,1,1664.0703864752513
a2,1,18,0,1664.5857538427058
a2,-1,0,0,1666.5857538427058
a1,-1,10,0,1666.5992716392584
a2,-1,8,1,1668.5857538427058
a1,-1,14,1,1668.5992716392584
a0,-1,18,0,1671.0927981479363
a1,-1,13,1,1679.1316767710766
a2,-1,3,0,1682.5857538427058
a1,-1,13,0,1682.5992716392584
a2,-1,8,1,1684.5857538427058
a1,-1,14,1,1685.5992716392584
a1,-1,14,1,1685.5992716392584
a1,-1,14,0,1691.5992716392584
a1,1,4,0,1692.5992716392584
a0,-1,14,1,1692.5992716392584
a1,1,8,1,1695.5992716392584
a1,1,10,1,1695.5992716392584
a0,-1,14,1,1705.1291625155557
a2,-1,8,0,1706.5857538427058
a2,1,10,0,1708.5857538427058
a1,-1,8,1,1708.5857538427058
a0,1,4,0,1709.5992716392584
a0,-1,14,0,1709.5992716392584
a2,1,14,1,1710.5857538427058
a2,1,14,1,1710.5857538427058
a1,1,8,0,1713.5992716392584
a0,-1,17,1,1714.5992716392584
a0,-1,18,1,1714.5992716392584
a0,-1,15,1,1714.5992716392584
a2,-1,4,1,1717.852122558474
