,Location,NumFloor,Waiting_Time,Journey_Time
0,北棟病床,5,0.0,11.5
1,北棟病床,5,24.0,47.6
2,北棟病床,5,47.11144504661157,63.778111713278236
3,北棟病床,5,12.5,37.0
4,北棟病床,5,32.402793141119076,54.15279314111907
5,北棟病床,5,30.0,51.333333333333336
6,北棟病床,5,18.977383496664974,41.54881206809354
7,北棟病床,5,0.0,12.0
8,北棟病床,5,31.51240081515859,44.262400815158585
9,北棟病床,5,15.0,36.5
10,北棟病床,5,32.26299374756647,52.86299374756648
11,北棟病床,5,44.38725312254572,55.72058645587905
12,北棟病床,5,0.0,12.000000000000007
13,北棟病床,5,21.90978457555591,38.40978457555591
14,北棟病床,5,33.333333333333336,44.666666666666664
15,北棟病床,5,26.666666666666668,41.333333333333336
16,北棟病床,5,44.00079541814125,65.60079541814125
17,北棟病床,5,63.333333333333336,85.0
18,北棟病床,5,30.000000000000004,56.5
19,北棟病床,5,20.0,34.0
20,北棟病床,5,17.002883042582777,34.64174663297312
21,北棟病床,5,39.23188731064603,53.48188731064603
22,北棟病床,5,20.885589702469822,42.63558970246983
23,北棟病床,5,40.0,61.0
24,北棟病床,5,19.999999999999993,41.74999999999999
25,北棟病床,5,32.28491585471028,44.084915854710275
26,北棟病床,5,15.0,34.833333333333336
27,北棟病床,5,37.71265215681632,54.71265215681632
28,北棟病床,5,7.5000000000000036,23.537858232165316
29,北棟病床,5,34.464095170563255,58.964095170563255
30,北棟病床,5,42.213498907319924,61.213498907319924
31,北棟病床,5,0.0,12.0
32,北棟病床,5,0.0,11.0
33,北棟病床,5,5.0,26.0
34,北棟病床,5,0.0,12.0
35,北棟病床,5,20.0,33.6
36,北棟病床,5,,
37,北棟病床,5,22.317726923396865,33.98439359006353
38,北棟病床,5,13.914141250941356,35.24747458427469
39,北棟病床,5,0.0,11.999999999999993
40,北棟病床,5,34.425378286726485,55.06959538024091
41,北棟病床,5,49.46994825921214,69.26994825921214
42,北棟病床,5,10.0,24.0
43,北棟病床,5,43.977962711564466,63.57796271156447
44,北棟病床,5,42.89980455537504,60.699804555375046
45,北棟病床,5,34.811239802892416,48.1862398028924
46,北棟病床,5,47.5,63.75
47,北棟病床,5,23.699437582882137,38.366104249548805
48,北棟病床,5,32.415184276702405,52.2151842767024
49,北棟病床,5,15.0,27.0
50,北棟病床,5,20.812036267233967,34.812036267233964
51,北棟病床,5,3.3333333333333335,18.333333333333332
52,北棟病床,5,22.000000000000007,37.60000000000001
53,北棟病床,5,,
54,北棟病床,5,0.0,11.0
55,北棟病床,5,16.509237438073125,29.842570771406457
56,北棟病床,5,33.057071900694446,51.2237385673611
57,北棟病床,5,0.0,12.0
58,北棟病床,5,24.187567251357176,39.787567251357174
59,北棟病床,5,30.0,43.5
60,北棟病床,5,33.53091679836288,46.53091679836288
61,北棟病床,5,0.0,17.8
62,北棟病床,5,20.0,31.5
63,北棟病床,5,35.0,47.0
64,北棟病床,5,42.99385572606745,58.13671286892459
65,北棟病床,5,36.701102325262546,55.951102325262546
66,北棟病床,5,23.333333333333332,44.666666666666664
67,北棟病床,5,0.0,12.0
68,北棟病床,5,28.13819864106343,43.91597641884121
69,北棟病床,5,32.58405779816478,48.36183557594256
70,北棟病床,5,25.0,47.0
71,北棟病床,5,44.17401123762321,59.84067790428988
72,北棟病床,5,37.5,54.25
73,北棟病床,5,0.0,12.0
74,北棟病床,5,21.666666666666668,34.666666666666664
75,北棟病床,5,15.0,38.75
76,北棟病床,5,0.0,11.5
77,北棟病床,5,60.884767009659456,71.88476700965946
78,北棟病床,5,0.0,12.0
79,北棟病床,5,10.0,28.0
80,北棟病床,5,37.51298258456574,56.912982584565746
81,北棟病床,5,32.67599262380571,44.67599262380571
82,北棟病床,5,28.480611579905098,46.080611579905096
83,北棟病床,5,63.04636083135824,74.54636083135824
84,北棟病床,5,0.0,11.5
85,北棟病床,5,37.41445958716495,55.28945958716495
86,北棟病床,5,33.977932661370694,48.26364694708498
87,北棟病床,5,17.500000000000004,37.772567955661785
88,北棟病床,5,22.949561618859732,40.6162282855264
89,北棟病床,5,3.3333333333333335,27.84060982003812
90,北棟病床,5,23.33333333333333,34.33333333333333
91,北棟病床,5,41.14727123276611,58.29012837562324
92,北棟病床,5,17.5,36.5
93,北棟病床,5,18.80432268931722,35.80432268931722
94,北棟病床,5,39.34927057686866,55.74927057686866
95,北棟病床,5,48.0186369474251,65.12974805853621
96,北棟病床,5,26.05337938784754,38.05337938784754
97,北棟病床,5,19.074256381432942,39.324256381432946
98,北棟病床,5,30.000000000000004,46.25
99,北棟病床,5,5.0,21.5
100,北棟病床,18,127.00875896073073,179.12933506415152
101,北棟病床,18,146.90553157279498,211.36634098529345
102,北棟病床,18,135.45623801968148,202.5971711584254
103,北棟病床,18,139.80411656280677,207.31998628779075
104,北棟病床,18,135.97092686115022,199.77837068151547
105,北棟病床,18,144.64417579293809,208.2778682188175
106,北棟病床,18,134.72496797225745,199.43772019889073
107,北棟病床,18,146.36746874525707,208.36956506505473
108,北棟病床,18,139.62082458622092,204.87313631340905
109,北棟病床,18,160.62433202999404,225.97607407889808
110,北棟病床,18,130.7324923975498,190.84043981237517
111,北棟病床,18,160.5358759999083,219.5803204443528
112,北棟病床,18,143.3113762151987,199.43094143259003
113,北棟病床,18,145.32725692237258,211.62635402833928
114,北棟病床,18,146.4280719568127,215.3757000302538
115,北棟病床,18,116.50333448044219,176.25748270984542
116,北棟病床,18,139.95966444325794,195.15306794132044
117,北棟病床,18,131.6181805006797,195.83852162428047
