,Location,Elevator Amount,Waiting_Time,Journey_Time
0,南棟客梯,1,156.14215156868113,206.23136989205003
1,南棟客梯,2,104.87542817724128,147.09490773371184
2,南棟客梯,3,88.75951865773503,126.73736890121357
3,南棟客梯,4,81.37178470933422,118.96372170136512
4,南棟客梯,5,80.33764916072562,117.90598877231783
