,Location,Elevator Amount,Waiting_Time,Journey_Time
0,北棟病床,1,131.3601305836053,178.1915281166634
1,北棟病床,2,98.83679167291477,139.85509107930343
2,北棟病床,3,92.3048516986794,134.59125247285064
3,北棟病床,4,87.8932543825793,128.96551217207707
4,北棟病床,5,82.41847666598447,123.04366250940339
